Time,date,hour,hour_sin,hour_cos,day_of_year,doy_sin,doy_cos,Diffus_kW,Global0_kW,Global45_kW,Global60_kW,Global30_kW,ClearSky0_kW
2023-07-06 00:00:00,2023-07-06,0,-1.4503284393469558e-13,1.0,187,-0.0580911610992868,-0.99831128261787,-0.0023,-0.00141,-0.00041,5.73e-05,-0.00135,
2023-07-06 00:15:00,2023-07-06,0,0.065403129230043,0.99785892323861,187,-0.0582700531494997,-0.998300856909356,-0.00283,-0.00221,-0.0013,-0.00112,-0.00281,
2023-07-06 00:30:00,2023-07-06,0,0.1305261922199966,0.9914448613738176,187,-0.0584489433285998,-0.9982903991443424,-0.00321,-0.00274,-0.0016699999999999,-0.00155,-0.00293,
2023-07-06 00:45:00,2023-07-06,0,0.1950903220161177,0.9807852804032324,187,-0.0586278316308414,-0.9982799093231646,-0.00247,-0.00217,-0.00112,-0.00117,-0.00215,
2023-07-06 01:00:00,2023-07-06,1,0.2588190451025536,0.9659258262890594,187,-0.058806718050482,-0.9982693874461598,-0.0030299999999999,-0.0025,-0.00123,-0.00128,-0.0025,
2023-07-06 01:15:00,2023-07-06,1,0.3214394653032362,0.9469301294950804,187,-0.0589856025817765,-0.9982588335136658,-0.00241,-0.0019299999999999,-0.000651,-0.000772,-0.0016899999999999,
2023-07-06 01:30:00,2023-07-06,1,0.3826834323649939,0.9238795325113264,187,-0.0591644852189798,-0.9982482475260216,-0.0019199999999999,-0.00139,-0.00091,-0.000692,-0.00177,
2023-07-06 01:45:00,2023-07-06,1,0.4422886902189484,0.8968727415327143,187,-0.0593433659563496,-0.9982376294835668,-0.00246,-0.00173,-0.00071,-0.0006,-0.00185,
2023-07-06 02:00:00,2023-07-06,2,0.4999999999999877,0.8660254037844457,187,-0.0595222447881405,-0.9982269793866426,-0.0023,-0.00138,-0.000569,-0.00042,-0.00187,
2023-07-06 02:15:00,2023-07-06,2,0.5555702330194386,0.8314696123026546,187,-0.059701121708609,-0.998216297235591,-0.0016699999999999,-0.000773,-5.52e-05,0.000115,-0.00099,
2023-07-06 02:30:00,2023-07-06,2,0.6087614290086001,0.7933533402913278,187,-0.0598799967120111,-0.998205583030755,-0.00212,-0.00134,-0.000321,-8.790000000000001e-05,-0.0014399999999999,
2023-07-06 02:45:00,2023-07-06,2,0.6593458150999882,0.7518398074790481,187,-0.0600588697926035,-0.9981948367724786,-0.0015,-0.00134,-0.000521,-0.000268,-0.000878,
2023-07-06 03:00:00,2023-07-06,3,0.7071067811865034,0.7071067811865916,187,-0.0602377409446418,-0.9981840584611068,-0.00274,-0.00247,-0.000982,-0.000998,-0.00191,
2023-07-06 03:15:00,2023-07-06,3,0.7518398074789657,0.6593458151000822,187,-0.0604166101623814,-0.9981732480969858,-0.000893,-0.000702,-0.000796,-0.00068,-0.00177,
2023-07-06 03:30:00,2023-07-06,3,0.7933533402912517,0.6087614290086991,187,-0.0605954774400805,-0.9981624056804628,-0.00138,-0.000904,-0.000562,-0.00039,-0.0016,
2023-07-06 03:45:00,2023-07-06,3,0.8314696123025852,0.5555702330195424,187,-0.060774342771994,-0.9981515312118858,-0.00216,-0.0015,0.000745,0.000627,-0.000454,
2023-07-06 04:00:00,2023-07-06,4,0.8660254037843833,0.5000000000000959,187,-0.060953206152379,-0.998140624691604,0.00448,0.00481,0.00468,0.00462,0.0036,
2023-07-06 04:15:00,2023-07-06,4,0.8968727415326592,0.4422886902190604,187,-0.0611320675754918,-0.998129686119968,0.0183,0.0182,0.0134,0.0123,0.0130999999999999,
2023-07-06 04:30:00,2023-07-06,4,0.9238795325112786,0.3826834323651093,187,-0.0613109270355895,-0.9981187154973284,0.018,0.0179,0.0177,0.0162,0.0173,
2023-07-06 04:45:00,2023-07-06,4,0.9469301294951132,0.3214394653031392,187,-0.0614897845269282,-0.9981077128240378,0.0506,0.0502,0.0453,0.0402,0.0467,
2023-07-06 05:00:00,2023-07-06,5,0.9659258262890272,0.2588190451026743,187,-0.0616686400437639,-0.9980966781004496,0.052,0.0523999999999999,0.0405,0.0358,0.0421,
2023-07-06 05:15:00,2023-07-06,5,0.980785280403208,0.1950903220162403,187,-0.061847493580355,-0.9980856113269182,0.0472999999999999,0.0472999999999999,0.0405,0.0368,0.0407999999999999,
2023-07-06 05:30:00,2023-07-06,5,0.9914448613738014,0.1305261922201204,187,-0.062026345130957,-0.9980745125037986,0.103,0.155,0.0804,0.0663,0.0792,
2023-07-06 05:45:00,2023-07-06,5,0.997858923238602,0.0654031292301676,187,-0.0622051946898272,-0.9980633816314476,0.115,0.26,0.138,0.0948,0.156,
2023-07-06 06:00:00,2023-07-06,6,1.0,-2.010710978957036e-14,187,-0.0623840422512227,-0.9980522187102224,0.161,0.274,0.169,0.106,0.19,
