Time,date,hour,hour_sin,hour_cos,day_of_year,doy_sin,doy_cos,Diffus_kW,Global0_kW,Global45_kW,Global60_kW,Global30_kW,ClearSky0_kW
2023-01-07 14:55:00,2023-01-07,14,-0.6915130557822666,-0.7223639620597582,7,0.11366249505303719,0.9935194196483118,0.038200000000000005,0.037700000000000004,0.0294,0.0251,0.0312,0.132
2023-01-07 15:00:00,2023-01-07,15,-0.707106781186547,-0.707106781186548,7,0.1137218396179409,0.9935126286031353,0.0281,0.027600000000000003,0.0214,0.0185,0.022699999999999998,0.12
2023-01-07 15:05:00,2023-01-07,15,-0.7223639620597572,-0.6915130557822676,7,0.11378118377709695,0.9935058340132092,0.0238,0.023399999999999997,0.0189,0.016800000000000002,0.0195,0.109
2023-01-07 15:10:00,2023-01-07,15,-0.7372773368101229,-0.6755902076156615,7,0.1138405275302936,0.9934990358785581,0.0222,0.0219,0.0176,0.0157,0.0182,0.0973
2023-01-07 15:15:00,2023-01-07,15,-0.7518398074789736,-0.6593458151000732,7,0.11389987087731912,0.9934922341992061,0.0224,0.0221,0.0189,0.0171,0.0195,0.0858
2023-01-07 15:20:00,2023-01-07,15,-0.7660444431189809,-0.6427876096865359,7,0.1139592138179618,0.9934854289751773,0.0209,0.0207,0.0175,0.0156,0.0182,0.0746
2023-01-07 15:25:00,2023-01-07,15,-0.779884483092882,-0.6259234721840587,7,0.11401855635200986,0.9934786202064962,0.013300000000000001,0.0132,0.0114,0.0104,0.0116,0.0635
2023-01-07 15:30:00,2023-01-07,15,-0.7933533402912331,-0.6087614290087234,7,0.11407789847925164,0.993471807893187,0.00982,0.009789999999999998,0.0101,0.00985,0.00966,0.052700000000000004
2023-01-07 15:35:00,2023-01-07,15,-0.8064446042674823,-0.5913096483635828,7,0.11413724019947537,0.9934649920352742,0.0116,0.0116,0.0124,0.0119,0.0121,0.0423
2023-01-07 15:40:00,2023-01-07,15,-0.8191520442889892,-0.5735764363510498,7,0.11419658151246932,0.9934581726327817,0.00881,0.0089,0.0101,0.0101,0.009640000000000001,0.0324
2023-01-07 15:45:00,2023-01-07,15,-0.8314696123025445,-0.5555702330196034,7,0.11425592241802178,0.9934513496857342,0.00733,0.0074800000000000005,0.009439999999999999,0.00974,0.00884,0.023100000000000002
2023-01-07 15:50:00,2023-01-07,15,-0.8433914458128866,-0.5372996083468224,7,0.11431526291592105,0.993444523194156,0.00515,0.00644,0.019100000000000002,0.023399999999999997,0.016300000000000002,0.0148
2023-01-07 15:55:00,2023-01-07,15,-0.8549118706729454,-0.5187732581605234,7,0.11437460300595537,0.9934376931580713,0.00333,0.0054800000000000005,0.027,0.0345,0.0225,0.007719999999999999
2023-01-07 16:00:00,2023-01-07,16,-0.866025403784439,-0.4999999999999994,7,0.11443394268791304,0.9934308595775044,0.0017900000000000001,0.0023,0.00841,0.0104,0.00675,0.00248
2023-01-07 16:05:00,2023-01-07,16,-0.8767267557075061,-0.4809887689193905,7,0.11449328196158234,0.9934240224524801,0.0012,0.00164,0.007809999999999999,0.009880000000000002,0.00628,0.000132
2023-01-07 16:10:00,2023-01-07,16,-0.8870108331782183,-0.4617486132350404,7,0.11455262082675155,0.9934171817830224,-0.000753,-0.000426,0.000196,0.000405,-0.000321,0.0
2023-01-07 16:15:00,2023-01-07,16,-0.8968727415326896,-0.4422886902189987,7,0.11461195928320898,0.9934103375691558,-0.00122,-0.000876,-0.000379,-0.000443,-0.000797,0.0
2023-01-07 16:20:00,2023-01-07,16,-0.9063077870366495,-0.4226182617407005,7,0.1146712973307429,0.9934034898109048,-0.000835,-0.000702,-0.000279,-0.000367,-0.000724,0.0
2023-01-07 16:25:00,2023-01-07,16,-0.9153114791194451,-0.40274668985874196,7,0.11473063496914157,0.9933966385082937,-0.0020299999999999997,-0.00199,-0.0014299999999999998,-0.00132,-0.00186,0.0
2023-01-07 16:30:00,2023-01-07,16,-0.923879532511286,-0.38268343236509167,7,0.1147899721981933,0.9933897836613471,-0.00297,-0.00278,-0.00232,-0.0019199999999999998,-0.0029100000000000003,0.0
2023-01-07 16:35:00,2023-01-07,16,-0.9320078692827989,-0.3624380382837007,7,0.1148493090176864,0.9933829252700894,-0.00323,-0.00302,-0.00232,-0.00181,-0.00304,0.0
2023-01-07 16:40:00,2023-01-07,16,-0.9396926207859073,-0.3420201433256716,7,0.11490864542740913,0.993376063334545,-0.0030099999999999997,-0.00271,-0.00199,-0.00159,-0.00264,0.0
2023-01-07 16:45:00,2023-01-07,16,-0.9469301294951057,-0.32143946530316153,7,0.11496798142714983,0.9933691978547384,-0.00235,-0.00215,-0.00156,-0.00121,-0.00197,0.0
2023-01-07 16:50:00,2023-01-07,16,-0.9537169507482278,-0.3007057995042701,7,0.11502731701669675,0.9933623288306943,-0.00146,-0.00135,-0.000927,-0.000673,-0.00163,0.0
2023-01-07 16:55:00,2023-01-07,16,-0.9600498543859284,-0.2798290140309929,7,0.11508665219583818,0.9933554562624369,-0.00127,-0.00115,-0.000572,-0.000428,-0.00123,0.0
2023-01-07 17:00:00,2023-01-07,17,-0.965925826289067,-0.2588190451025255,7,0.11514598696436247,0.9933485801499908,-0.000993,-0.000801,-0.000517,-0.000359,-0.00087,0.0
2023-01-07 17:05:00,2023-01-07,17,-0.9713420698132627,-0.23768589232616796,7,0.1152053213220579,0.9933417004933808,-0.00079,-0.000582,-0.000214,-0.000291,-0.000544,0.0
2023-01-07 17:10:00,2023-01-07,17,-0.9762960071199321,-0.2164396139381086,7,0.11526465526871273,0.9933348172926311,-0.000649,-0.000475,-0.000155,-0.000241,-0.000394,0.0
2023-01-07 17:15:00,2023-01-07,17,-0.9807852804032299,-0.19509032201613097,7,0.1153239888041153,0.9933279305477665,-0.00072,-0.000599,-0.000345,-0.000405,-0.000608,0.0
2023-01-07 17:20:00,2023-01-07,17,-0.9848077530122081,-0.17364817766693003,7,0.11538332192805392,0.9933210402588113,-0.00091,-0.000801,-0.000427,-0.000497,-0.000831,0.0
2023-01-07 17:25:00,2023-01-07,17,-0.9883615104677601,-0.15212338618992036,7,0.11544265464031689,0.9933141464257904,-0.00108,-0.000965,-0.000527,-0.0006,-0.00103,0.0
2023-01-07 17:30:00,2023-01-07,17,-0.9914448613738104,-0.1305261922200522,7,0.1155019869406925,0.9933072490487281,-0.00133,-0.00117,-0.00072,-0.000726,-0.00117,0.0
2023-01-07 17:35:00,2023-01-07,17,-0.9940563382223199,-0.10886687485196211,7,0.11556131882896908,0.9933003481276493,-0.00172,-0.0016,-0.000931,-0.000822,-0.00156,0.0
2023-01-07 17:40:00,2023-01-07,17,-0.9961946980917448,-0.0871557427476668,7,0.1156206503049349,0.9932934436625784,-0.00211,-0.0019399999999999999,-0.0014299999999999998,-0.0011200000000000001,-0.00182,0.0
2023-01-07 17:45:00,2023-01-07,17,-0.9978589232386036,-0.06540312923014154,7,0.11567998136837834,0.9932865356535402,-0.00207,-0.00188,-0.00115,-0.000952,-0.00195,0.0
2023-01-07 17:50:00,2023-01-07,17,-0.9990482215818577,-0.04361938736533849,7,0.11573931201908767,0.9932796241005593,-0.00215,-0.00195,-0.00122,-0.000994,-0.00199,0.0
2023-01-07 17:55:00,2023-01-07,17,-0.9997620270799089,-0.021814885034567633,7,0.11579864225685117,0.9932727090036602,-0.00221,-0.00195,-0.00113,-0.000982,-0.00198,0.0
2023-01-07 18:00:00,2023-01-07,18,-1.0,-3.4296300182491773e-15,7,0.11585797208145723,0.9932657903628677,-0.00231,-0.0020099999999999996,-0.00131,-0.00101,-0.002,0.0
2023-01-07 18:05:00,2023-01-07,18,-0.9997620270799091,0.021814885034560777,7,0.11591730149269415,0.9932588681782065,-0.00246,-0.00216,-0.00132,-0.00106,-0.00217,0.0
2023-01-07 18:10:00,2023-01-07,18,-0.9990482215818579,0.043619387365331636,7,0.11597663049035019,0.9932519424497013,-0.0025299999999999997,-0.0022299999999999998,-0.00136,-0.00106,-0.0022299999999999998,0.0
2023-01-07 18:15:00,2023-01-07,18,-0.9978589232386036,0.06540312923014178,7,0.11603595907421373,0.9932450131773768,-0.00249,-0.00215,-0.00135,-0.00101,-0.00215,0.0
