"Time","Diffus","Global 0°","Global 45°","Global 60°","Global 30°","ClearSky 0° F"
2023-01-02 19:40:00,-3.15 W/m²,-2.87 W/m²,-1.31 W/m²,-1.11 W/m²,-2.76 W/m²,0 W/m²
2023-01-02 19:45:00,-3.09 W/m²,-2.77 W/m²,-1.52 W/m²,-1.17 W/m²,-2.59 W/m²,0 W/m²
2023-01-02 19:50:00,-2.37 W/m²,-1.72 W/m²,-1.26 W/m²,-612 mW/m²,-1.95 W/m²,0 W/m²
2023-01-02 19:55:00,-2.25 W/m²,-1.55 W/m²,-776 mW/m²,-275 mW/m²,-1.76 W/m²,0 W/m²
2023-01-02 20:00:00,-2.38 W/m²,-1.86 W/m²,-1.12 W/m²,-539 mW/m²,-1.80 W/m²,0 W/m²
2023-01-02 20:05:00,-2.56 W/m²,-2.16 W/m²,-1.26 W/m²,-719 mW/m²,-2.16 W/m²,0 W/m²
2023-01-02 20:10:00,-2.61 W/m²,-2.16 W/m²,-1.34 W/m²,-814 mW/m²,-2.22 W/m²,0 W/m²
2023-01-02 20:15:00,-2.67 W/m²,-2.35 W/m²,-1.63 W/m²,-1.07 W/m²,-2.34 W/m²,0 W/m²
2023-01-02 20:20:00,-2.56 W/m²,-2.07 W/m²,-1.07 W/m²,-776 mW/m²,-2.43 W/m²,0 W/m²
2023-01-02 20:25:00,-2.73 W/m²,-2.42 W/m²,-1.59 W/m²,-1.30 W/m²,-2.67 W/m²,0 W/m²
2023-01-02 20:30:00,-2.83 W/m²,-2.48 W/m²,-1.02 W/m²,-1.14 W/m²,-2.62 W/m²,0 W/m²
2023-01-02 20:35:00,-2.66 W/m²,-2.31 W/m²,-1.14 W/m²,-1.22 W/m²,-2.40 W/m²,0 W/m²
2023-01-02 20:40:00,-2.51 W/m²,-2.16 W/m²,-1.14 W/m²,-1.23 W/m²,-2.46 W/m²,0 W/m²
2023-01-02 20:45:00,-2.50 W/m²,-2.05 W/m²,-1.03 W/m²,-1.13 W/m²,-2.19 W/m²,0 W/m²
2023-01-02 20:50:00,-2.41 W/m²,-1.89 W/m²,-969 mW/m²,-967 mW/m²,-2.07 W/m²,0 W/m²
2023-01-02 20:55:00,-2.39 W/m²,-1.91 W/m²,-779 mW/m²,-879 mW/m²,-2.19 W/m²,0 W/m²
2023-01-02 21:00:00,-2.37 W/m²,-1.92 W/m²,-1.03 W/m²,-1.04 W/m²,-2.28 W/m²,0 W/m²
2023-01-02 21:05:00,-2.42 W/m²,-1.95 W/m²,-917 mW/m²,-959 mW/m²,-2.19 W/m²,0 W/m²
2023-01-02 21:10:00,-2.37 W/m²,-1.96 W/m²,-1.07 W/m²,-1.04 W/m²,-2.16 W/m²,0 W/m²
2023-01-02 21:15:00,-2.38 W/m²,-1.93 W/m²,-845 mW/m²,-940 mW/m²,-2.01 W/m²,0 W/m²
2023-01-02 21:20:00,-2.31 W/m²,-1.80 W/m²,-772 mW/m²,-799 mW/m²,-1.86 W/m²,0 W/m²
2023-01-02 21:25:00,-2.30 W/m²,-1.75 W/m²,-703 mW/m²,-753 mW/m²,-1.86 W/m²,0 W/m²
2023-01-02 21:30:00,-2.29 W/m²,-1.60 W/m²,-527 mW/m²,-558 mW/m²,-1.66 W/m²,0 W/m²
2023-01-02 21:35:00,-2.27 W/m²,-1.41 W/m²,-245 mW/m²,-359 mW/m²,-1.58 W/m²,0 W/m²
2023-01-02 21:40:00,-2.42 W/m²,-1.72 W/m²,-562 mW/m²,-635 mW/m²,-2.16 W/m²,0 W/m²
2023-01-02 21:45:00,-2.53 W/m²,-1.71 W/m²,-469 mW/m²,-635 mW/m²,-2.20 W/m²,0 W/m²
2023-01-02 21:50:00,-2.41 W/m²,-1.65 W/m²,-586 mW/m²,-604 mW/m²,-2.17 W/m²,0 W/m²
2023-01-02 21:55:00,-2.47 W/m²,-1.55 W/m²,-379 mW/m²,-294 mW/m²,-1.69 W/m²,0 W/m²
2023-01-02 22:00:00,-2.38 W/m²,-1.78 W/m²,-724 mW/m²,-600 mW/m²,-2.32 W/m²,0 W/m²
2023-01-02 22:05:00,-2.60 W/m²,-2.13 W/m²,-958 mW/m²,-902 mW/m²,-2.63 W/m²,0 W/m²
2023-01-02 22:10:00,-2.76 W/m²,-2.25 W/m²,-1.24 W/m²,-1.19 W/m²,-2.68 W/m²,0 W/m²
2023-01-02 22:15:00,-2.94 W/m²,-2.45 W/m²,-1.46 W/m²,-1.36 W/m²,-2.93 W/m²,0 W/m²
2023-01-02 22:20:00,-2.78 W/m²,-2.37 W/m²,-1.40 W/m²,-1.27 W/m²,-2.92 W/m²,0 W/m²
2023-01-02 22:25:00,-2.65 W/m²,-2.31 W/m²,-1.22 W/m²,-1.25 W/m²,-2.60 W/m²,0 W/m²
2023-01-02 22:30:00,-2.44 W/m²,-2.04 W/m²,-1.04 W/m²,-1.11 W/m²,-2.21 W/m²,0 W/m²
2023-01-02 22:35:00,-2.46 W/m²,-1.88 W/m²,-686 mW/m²,-837 mW/m²,-1.92 W/m²,0 W/m²
2023-01-02 22:40:00,-2.54 W/m²,-1.99 W/m²,-834 mW/m²,-933 mW/m²,-2.43 W/m²,0 W/m²
2023-01-02 22:45:00,-2.56 W/m²,-2.05 W/m²,-1.06 W/m²,-998 mW/m²,-2.46 W/m²,0 W/m²
2023-01-02 22:50:00,-2.46 W/m²,-1.86 W/m²,-824 mW/m²,-830 mW/m²,-2.21 W/m²,0 W/m²
2023-01-02 22:55:00,-2.41 W/m²,-1.93 W/m²,-927 mW/m²,-860 mW/m²,-2.30 W/m²,0 W/m²
2023-01-02 23:00:00,-2.35 W/m²,-1.93 W/m²,-965 mW/m²,-929 mW/m²,-2.22 W/m²,0 W/m²
2023-01-02 23:05:00,-2.29 W/m²,-1.80 W/m²,-751 mW/m²,-654 mW/m²,-1.85 W/m²,0 W/m²
2023-01-02 23:10:00,-2.11 W/m²,-1.69 W/m²,-913 mW/m²,-719 mW/m²,-1.83 W/m²,0 W/m²
2023-01-02 23:15:00,-2.13 W/m²,-1.66 W/m²,-631 mW/m²,-554 mW/m²,-1.87 W/m²,0 W/m²
2023-01-02 23:20:00,-2.20 W/m²,-1.77 W/m²,-762 mW/m²,-738 mW/m²,-1.83 W/m²,0 W/m²
2023-01-02 23:25:00,-2.20 W/m²,-1.56 W/m²,-393 mW/m²,-478 mW/m²,-1.83 W/m²,0 W/m²
2023-01-02 23:30:00,-2.21 W/m²,-1.81 W/m²,-1.05 W/m²,-979 mW/m²,-1.87 W/m²,0 W/m²
2023-01-02 23:35:00,-2.06 W/m²,-1.59 W/m²,-1.02 W/m²,-891 mW/m²,-1.98 W/m²,0 W/m²
2023-01-02 23:40:00,-2.18 W/m²,-1.55 W/m²,-562 mW/m²,-535 mW/m²,-1.93 W/m²,0 W/m²
2023-01-02 23:45:00,-2.26 W/m²,-1.53 W/m²,-290 mW/m²,-241 mW/m²,-1.86 W/m²,0 W/m²
2023-01-02 23:50:00,-2.17 W/m²,-1.51 W/m²,-593 mW/m²,-501 mW/m²,-1.88 W/m²,0 W/m²
2023-01-02 23:55:00,-2.22 W/m²,-1.67 W/m²,-879 mW/m²,-852 mW/m²,-1.94 W/m²,0 W/m²
2023-01-03 00:00:00,-2.23 W/m²,-1.54 W/m²,-400 mW/m²,-394 mW/m²,-1.71 W/m²,0 W/m²
2023-01-03 00:05:00,-2.26 W/m²,-1.57 W/m²,-583 mW/m²,-581 mW/m²,-1.86 W/m²,0 W/m²
2023-01-03 00:10:00,-2.25 W/m²,-1.68 W/m²,-741 mW/m²,-615 mW/m²,-1.88 W/m²,0 W/m²
2023-01-03 00:15:00,-2.27 W/m²,-1.72 W/m²,-731 mW/m²,-657 mW/m²,-1.98 W/m²,0 W/m²
2023-01-03 00:20:00,-2.34 W/m²,-1.80 W/m²,-831 mW/m²,-738 mW/m²,-2.22 W/m²,0 W/m²
2023-01-03 00:25:00,-2.46 W/m²,-1.86 W/m²,-686 mW/m²,-654 mW/m²,-2.24 W/m²,0 W/m²
2023-01-03 00:30:00,-2.19 W/m²,-1.89 W/m²,-1.37 W/m²,-1.15 W/m²,-2.04 W/m²,0 W/m²
2023-01-03 00:35:00,-2.18 W/m²,-1.88 W/m²,-1.34 W/m²,-1.15 W/m²,-2.01 W/m²,0 W/m²
2023-01-03 00:40:00,-2.40 W/m²,-1.94 W/m²,-786 mW/m²,-791 mW/m²,-2.07 W/m²,0 W/m²
2023-01-03 00:45:00,-2.22 W/m²,-1.75 W/m²,-979 mW/m²,-879 mW/m²,-1.95 W/m²,0 W/m²
2023-01-03 00:50:00,-2.24 W/m²,-1.72 W/m²,-800 mW/m²,-745 mW/m²,-1.92 W/m²,0 W/m²
2023-01-03 00:55:00,-2.24 W/m²,-1.85 W/m²,-1.15 W/m²,-990 mW/m²,-2.02 W/m²,0 W/m²
2023-01-03 01:00:00,-2.22 W/m²,-1.54 W/m²,-445 mW/m²,-317 mW/m²,-1.81 W/m²,0 W/m²
2023-01-03 01:05:00,-2.09 W/m²,-1.50 W/m²,-769 mW/m²,-608 mW/m²,-1.85 W/m²,0 W/m²
2023-01-03 01:10:00,-2.15 W/m²,-1.74 W/m²,-1.25 W/m²,-1.04 W/m²,-2.10 W/m²,0 W/m²
2023-01-03 01:15:00,-2.53 W/m²,-2.06 W/m²,-1.03 W/m²,-849 mW/m²,-2.20 W/m²,0 W/m²
2023-01-03 01:20:00,-2.33 W/m²,-1.80 W/m²,-817 mW/m²,-700 mW/m²,-2.02 W/m²,0 W/m²
2023-01-03 01:25:00,-2.37 W/m²,-1.87 W/m²,-882 mW/m²,-765 mW/m²,-2.16 W/m²,0 W/m²
2023-01-03 01:30:00,-2.42 W/m²,-1.83 W/m²,-758 mW/m²,-593 mW/m²,-2.03 W/m²,0 W/m²
2023-01-03 01:35:00,-2.42 W/m²,-1.87 W/m²,-855 mW/m²,-711 mW/m²,-2.07 W/m²,0 W/m²
2023-01-03 01:40:00,-2.49 W/m²,-1.92 W/m²,-803 mW/m²,-765 mW/m²,-2.21 W/m²,0 W/m²
2023-01-03 01:45:00,-2.49 W/m²,-1.97 W/m²,-931 mW/m²,-910 mW/m²,-2.07 W/m²,0 W/m²
2023-01-03 01:50:00,-2.58 W/m²,-1.95 W/m²,-648 mW/m²,-722 mW/m²,-1.99 W/m²,0 W/m²
2023-01-03 01:55:00,-2.46 W/m²,-1.82 W/m²,-607 mW/m²,-761 mW/m²,-2.07 W/m²,0 W/m²
2023-01-03 02:00:00,-2.50 W/m²,-1.91 W/m²,-765 mW/m²,-864 mW/m²,-2.28 W/m²,0 W/m²
2023-01-03 02:05:00,-2.56 W/m²,-1.96 W/m²,-838 mW/m²,-841 mW/m²,-1.99 W/m²,0 W/m²
2023-01-03 02:10:00,-2.51 W/m²,-1.71 W/m²,-407 mW/m²,-485 mW/m²,-1.76 W/m²,0 W/m²
2023-01-03 02:15:00,-2.52 W/m²,-1.76 W/m²,-358 mW/m²,-474 mW/m²,-2.01 W/m²,0 W/m²
2023-01-03 02:20:00,-2.62 W/m²,-1.93 W/m²,-517 mW/m²,-700 mW/m²,-2.38 W/m²,0 W/m²
2023-01-03 02:25:00,-2.65 W/m²,-2.03 W/m²,-814 mW/m²,-868 mW/m²,-2.33 W/m²,0 W/m²
2023-01-03 02:30:00,-2.75 W/m²,-2.10 W/m²,-955 mW/m²,-845 mW/m²,-2.48 W/m²,0 W/m²
2023-01-03 02:35:00,-2.90 W/m²,-2.06 W/m²,-1.01 W/m²,-914 mW/m²,-2.80 W/m²,0 W/m²
2023-01-03 02:40:00,-2.68 W/m²,-1.93 W/m²,-1.04 W/m²,-742 mW/m²,-2.37 W/m²,0 W/m²
2023-01-03 02:45:00,-2.65 W/m²,-1.88 W/m²,-869 mW/m²,-654 mW/m²,-2.34 W/m²,0 W/m²
2023-01-03 02:50:00,-2.63 W/m²,-1.87 W/m²,-651 mW/m²,-577 mW/m²,-2.21 W/m²,0 W/m²
2023-01-03 02:55:00,-2.59 W/m²,-2.02 W/m²,-1.06 W/m²,-776 mW/m²,-2.56 W/m²,0 W/m²
2023-01-03 03:00:00,-2.97 W/m²,-2.42 W/m²,-1.44 W/m²,-1.13 W/m²,-3.03 W/m²,0 W/m²
2023-01-03 03:05:00,-3.03 W/m²,-2.33 W/m²,-1.38 W/m²,-1.15 W/m²,-2.88 W/m²,0 W/m²
2023-01-03 03:10:00,-2.97 W/m²,-2.34 W/m²,-1.33 W/m²,-1.15 W/m²,-3.01 W/m²,0 W/m²
2023-01-03 03:15:00,-2.88 W/m²,-2.28 W/m²,-1.04 W/m²,-1.02 W/m²,-2.69 W/m²,0 W/m²
2023-01-03 03:20:00,-2.67 W/m²,-2.13 W/m²,-986 mW/m²,-959 mW/m²,-2.44 W/m²,0 W/m²
2023-01-03 03:25:00,-2.51 W/m²,-1.96 W/m²,-917 mW/m²,-864 mW/m²,-2.19 W/m²,0 W/m²
2023-01-03 03:30:00,-2.52 W/m²,-1.89 W/m²,-772 mW/m²,-738 mW/m²,-2.09 W/m²,0 W/m²
2023-01-03 03:35:00,-2.53 W/m²,-1.81 W/m²,-679 mW/m²,-726 mW/m²,-2.41 W/m²,0 W/m²
2023-01-03 03:40:00,-2.77 W/m²,-2.05 W/m²,-1.19 W/m²,-1.24 W/m²,-3.18 W/m²,0 W/m²
2023-01-03 03:45:00,-2.89 W/m²,-2.09 W/m²,-1.33 W/m²,-1.41 W/m²,-3.26 W/m²,0 W/m²
2023-01-03 03:50:00,-2.58 W/m²,-1.89 W/m²,-1.12 W/m²,-1.14 W/m²,-2.85 W/m²,0 W/m²
2023-01-03 03:55:00,-2.78 W/m²,-2.06 W/m²,-1.13 W/m²,-1.06 W/m²,-2.98 W/m²,0 W/m²
2023-01-03 04:00:00,-2.78 W/m²,-1.94 W/m²,-803 mW/m²,-914 mW/m²,-2.71 W/m²,0 W/m²
2023-01-03 04:05:00,-2.53 W/m²,-1.40 W/m²,-396 mW/m²,-581 mW/m²,-2.22 W/m²,0 W/m²
2023-01-03 04:10:00,-2.11 W/m²,-1.00 W/m²,-255 mW/m²,-378 mW/m²,-1.61 W/m²,0 W/m²
2023-01-03 04:15:00,-2.15 W/m²,-823 mW/m²,107 mW/m²,107 mW/m²,-1.52 W/m²,0 W/m²
2023-01-03 04:20:00,-2.63 W/m²,-1.32 W/m²,-114 mW/m²,-149 mW/m²,-2.45 W/m²,0 W/m²
2023-01-03 04:25:00,-3.09 W/m²,-2.04 W/m²,-907 mW/m²,-921 mW/m²,-3.40 W/m²,0 W/m²
2023-01-03 04:30:00,-3.58 W/m²,-2.65 W/m²,-1.53 W/m²,-1.51 W/m²,-4.05 W/m²,0 W/m²
2023-01-03 04:35:00,-3.18 W/m²,-2.31 W/m²,-1.31 W/m²,-1.22 W/m²,-3.58 W/m²,0 W/m²
2023-01-03 04:40:00,-2.65 W/m²,-1.96 W/m²,-1.05 W/m²,-1.01 W/m²,-2.96 W/m²,0 W/m²
2023-01-03 04:45:00,-2.54 W/m²,-1.94 W/m²,-845 mW/m²,-795 mW/m²,-2.60 W/m²,0 W/m²
2023-01-03 04:50:00,-2.45 W/m²,-1.80 W/m²,-683 mW/m²,-738 mW/m²,-2.15 W/m²,0 W/m²
2023-01-03 04:55:00,-2.18 W/m²,-1.33 W/m²,-286 mW/m²,-493 mW/m²,-1.81 W/m²,0 W/m²
2023-01-03 05:00:00,-2.29 W/m²,-1.41 W/m²,-262 mW/m²,-325 mW/m²,-2.20 W/m²,0 W/m²
2023-01-03 05:05:00,-2.54 W/m²,-1.86 W/m²,-1.19 W/m²,-998 mW/m²,-2.93 W/m²,0 W/m²
2023-01-03 05:10:00,-2.89 W/m²,-2.10 W/m²,-1.41 W/m²,-1.28 W/m²,-3.35 W/m²,0 W/m²
2023-01-03 05:15:00,-2.57 W/m²,-1.85 W/m²,-1.27 W/m²,-1.06 W/m²,-2.86 W/m²,0 W/m²
2023-01-03 05:20:00,-2.29 W/m²,-1.78 W/m²,-1.23 W/m²,-1.10 W/m²,-2.64 W/m²,0 W/m²
2023-01-03 05:25:00,-2.28 W/m²,-1.88 W/m²,-1.19 W/m²,-1.14 W/m²,-2.65 W/m²,0 W/m²
2023-01-03 05:30:00,-2.64 W/m²,-2.18 W/m²,-1.42 W/m²,-1.29 W/m²,-3.02 W/m²,0 W/m²
2023-01-03 05:35:00,-2.76 W/m²,-2.23 W/m²,-1.44 W/m²,-1.19 W/m²,-3.14 W/m²,0 W/m²
2023-01-03 05:40:00,-2.49 W/m²,-1.97 W/m²,-989 mW/m²,-948 mW/m²,-2.75 W/m²,0 W/m²
2023-01-03 05:45:00,-2.38 W/m²,-1.98 W/m²,-1.28 W/m²,-1.17 W/m²,-2.71 W/m²,0 W/m²
2023-01-03 05:50:00,-2.33 W/m²,-1.74 W/m²,-1.13 W/m²,-994 mW/m²,-2.33 W/m²,0 W/m²
2023-01-03 05:55:00,-2.32 W/m²,-1.60 W/m²,-807 mW/m²,-810 mW/m²,-2.39 W/m²,0 W/m²
2023-01-03 06:00:00,-2.06 W/m²,-1.54 W/m²,-789 mW/m²,-593 mW/m²,-2.02 W/m²,0 W/m²
2023-01-03 06:05:00,-1.75 W/m²,-1.31 W/m²,-686 mW/m²,-623 mW/m²,-1.69 W/m²,0 W/m²
2023-01-03 06:10:00,-1.91 W/m²,-1.32 W/m²,-365 mW/m²,-333 mW/m²,-1.75 W/m²,0 W/m²
2023-01-03 06:15:00,-1.84 W/m²,-1.46 W/m²,-900 mW/m²,-818 mW/m²,-1.93 W/m²,0 W/m²
2023-01-03 06:20:00,-1.65 W/m²,-1.09 W/m²,-445 mW/m²,-271 mW/m²,-1.38 W/m²,0 W/m²
2023-01-03 06:25:00,-1.32 W/m²,-812 mW/m²,6.89 mW/m²,141 mW/m²,-1.28 W/m²,0 W/m²
2023-01-03 06:30:00,-629 mW/m²,-422 mW/m²,317 mW/m²,271 mW/m²,-763 mW/m²,0 W/m²
2023-01-03 06:35:00,380 mW/m²,535 mW/m²,1.70 W/m²,1.54 W/m²,626 mW/m²,0 W/m²
2023-01-03 06:40:00,2.94 W/m²,3.15 W/m²,5.07 W/m²,4.75 W/m²,3.76 W/m²,0 W/m²
2023-01-03 06:45:00,3.79 W/m²,3.99 W/m²,5.87 W/m²,5.46 W/m²,4.70 W/m²,0 W/m²
2023-01-03 06:50:00,3.95 W/m²,4.07 W/m²,5.43 W/m²,5.00 W/m²,4.67 W/m²,3.08 µW/m²
2023-01-03 06:55:00,4.78 W/m²,4.78 W/m²,6.34 W/m²,5.90 W/m²,5.71 W/m²,691 mW/m²
2023-01-03 07:00:00,7.42 W/m²,7.42 W/m²,9.70 W/m²,9.17 W/m²,8.88 W/m²,4.38 W/m²
2023-01-03 07:05:00,10.8 W/m²,11.0 W/m²,14.7 W/m²,14.1 W/m²,13.4 W/m²,10.4 W/m²
2023-01-03 07:10:00,15.3 W/m²,15.6 W/m²,21.6 W/m²,21.0 W/m²,19.6 W/m²,18.0 W/m²
2023-01-03 07:15:00,24.3 W/m²,25.1 W/m²,36.2 W/m²,34.8 W/m²,33.0 W/m²,26.7 W/m²
2023-01-03 07:20:00,34.9 W/m²,40.2 W/m²,80.0 W/m²,77.4 W/m²,70.4 W/m²,36.1 W/m²
2023-01-03 07:25:00,40.5 W/m²,46.8 W/m²,90.9 W/m²,87.9 W/m²,81.3 W/m²,46.1 W/m²
2023-01-03 07:30:00,43.6 W/m²,45.4 W/m²,67.6 W/m²,64.3 W/m²,63.6 W/m²,56.6 W/m²
2023-01-03 07:35:00,61.4 W/m²,70.2 W/m²,124 W/m²,119 W/m²,114 W/m²,67.4 W/m²
2023-01-03 07:40:00,86.9 W/m²,102 W/m²,191 W/m²,183 W/m²,175 W/m²,78.5 W/m²
2023-01-03 07:45:00,95.3 W/m²,109 W/m²,201 W/m²,193 W/m²,185 W/m²,89.7 W/m²
2023-01-03 07:50:00,50.4 W/m²,57.0 W/m²,99.6 W/m²,96.0 W/m²,92.7 W/m²,101 W/m²
2023-01-03 07:55:00,36.6 W/m²,36.6 W/m²,46.4 W/m²,43.6 W/m²,45.4 W/m²,112 W/m²
2023-01-03 08:00:00,36.9 W/m²,37.4 W/m²,50.4 W/m²,48.0 W/m²,48.4 W/m²,124 W/m²
2023-01-03 08:05:00,47.8 W/m²,48.8 W/m²,71.8 W/m²,69.2 W/m²,67.8 W/m²,135 W/m²
2023-01-03 08:10:00,69.8 W/m²,80.9 W/m²,138 W/m²,135 W/m²,128 W/m²,147 W/m²
2023-01-03 08:15:00,85.9 W/m²,148 W/m²,339 W/m²,337 W/m²,302 W/m²,158 W/m²
2023-01-03 08:20:00,79.9 W/m²,177 W/m²,455 W/m²,455 W/m²,401 W/m²,169 W/m²
2023-01-03 08:25:00,79.7 W/m²,169 W/m²,425 W/m²,426 W/m²,377 W/m²,181 W/m²
2023-01-03 08:30:00,83.1 W/m²,189 W/m²,477 W/m²,479 W/m²,423 W/m²,192 W/m²
2023-01-03 08:35:00,80.3 W/m²,175 W/m²,439 W/m²,442 W/m²,390 W/m²,203 W/m²
2023-01-03 08:40:00,79.0 W/m²,143 W/m²,341 W/m²,345 W/m²,305 W/m²,213 W/m²
2023-01-03 08:45:00,111 W/m²,192 W/m²,418 W/m²,421 W/m²,377 W/m²,224 W/m²
2023-01-03 08:50:00,161 W/m²,264 W/m²,539 W/m²,537 W/m²,489 W/m²,234 W/m²
2023-01-03 08:55:00,151 W/m²,173 W/m²,293 W/m²,289 W/m²,273 W/m²,244 W/m²
2023-01-03 09:00:00,141 W/m²,144 W/m²,219 W/m²,214 W/m²,207 W/m²,254 W/m²
2023-01-03 09:05:00,146 W/m²,228 W/m²,460 W/m²,460 W/m²,418 W/m²,264 W/m²
2023-01-03 09:10:00,149 W/m²,363 W/m²,815 W/m²,822 W/m²,730 W/m²,273 W/m²
2023-01-03 09:15:00,147 W/m²,367 W/m²,831 W/m²,841 W/m²,745 W/m²,283 W/m²
2023-01-03 09:20:00,132 W/m²,320 W/m²,723 W/m²,732 W/m²,649 W/m²,292 W/m²
2023-01-03 09:25:00,122 W/m²,270 W/m²,602 W/m²,609 W/m²,540 W/m²,300 W/m²
2023-01-03 09:30:00,114 W/m²,215 W/m²,469 W/m²,475 W/m²,421 W/m²,309 W/m²
2023-01-03 09:35:00,121 W/m²,239 W/m²,513 W/m²,520 W/m²,462 W/m²,317 W/m²
2023-01-03 09:40:00,130 W/m²,285 W/m²,611 W/m²,620 W/m²,552 W/m²,324 W/m²
2023-01-03 09:45:00,131 W/m²,301 W/m²,641 W/m²,652 W/m²,580 W/m²,332 W/m²
2023-01-03 09:50:00,130 W/m²,328 W/m²,717 W/m²,732 W/m²,645 W/m²,339 W/m²
2023-01-03 09:55:00,101 W/m²,362 W/m²,826 W/m²,847 W/m²,740 W/m²,346 W/m²
2023-01-03 10:00:00,97.1 W/m²,293 W/m²,652 W/m²,667 W/m²,586 W/m²,352 W/m²
2023-01-03 10:05:00,99.8 W/m²,319 W/m²,713 W/m²,732 W/m²,640 W/m²,359 W/m²
2023-01-03 10:10:00,104 W/m²,374 W/m²,842 W/m²,865 W/m²,756 W/m²,365 W/m²
2023-01-03 10:15:00,104 W/m²,368 W/m²,819 W/m²,841 W/m²,736 W/m²,370 W/m²
2023-01-03 10:20:00,99.6 W/m²,397 W/m²,881 W/m²,904 W/m²,793 W/m²,375 W/m²
2023-01-03 10:25:00,91.7 W/m²,400 W/m²,890 W/m²,915 W/m²,801 W/m²,380 W/m²
2023-01-03 10:30:00,86.7 W/m²,380 W/m²,848 W/m²,875 W/m²,763 W/m²,384 W/m²
2023-01-03 10:35:00,88.4 W/m²,367 W/m²,815 W/m²,841 W/m²,732 W/m²,389 W/m²
2023-01-03 10:40:00,97.0 W/m²,378 W/m²,825 W/m²,853 W/m²,744 W/m²,392 W/m²
2023-01-03 10:45:00,109 W/m²,390 W/m²,837 W/m²,863 W/m²,756 W/m²,396 W/m²
2023-01-03 10:50:00,125 W/m²,444 W/m²,937 W/m²,967 W/m²,849 W/m²,399 W/m²
2023-01-03 10:55:00,141 W/m²,442 W/m²,907 W/m²,933 W/m²,825 W/m²,401 W/m²
2023-01-03 11:00:00,139 W/m²,468 W/m²,965 W/m²,995 W/m²,877 W/m²,403 W/m²
2023-01-03 11:05:00,139 W/m²,463 W/m²,948 W/m²,979 W/m²,862 W/m²,405 W/m²
2023-01-03 11:10:00,143 W/m²,431 W/m²,871 W/m²,900 W/m²,792 W/m²,407 W/m²
2023-01-03 11:15:00,151 W/m²,409 W/m²,819 W/m²,848 W/m²,746 W/m²,408 W/m²
2023-01-03 11:20:00,160 W/m²,349 W/m²,678 W/m²,701 W/m²,620 W/m²,409 W/m²
2023-01-03 11:25:00,168 W/m²,295 W/m²,543 W/m²,558 W/m²,498 W/m²,409 W/m²
2023-01-03 11:30:00,166 W/m²,275 W/m²,498 W/m²,511 W/m²,458 W/m²,409 W/m²
2023-01-03 11:35:00,155 W/m²,229 W/m²,403 W/m²,413 W/m²,372 W/m²,409 W/m²
2023-01-03 11:40:00,151 W/m²,210 W/m²,364 W/m²,373 W/m²,337 W/m²,408 W/m²
2023-01-03 11:45:00,157 W/m²,254 W/m²,453 W/m²,466 W/m²,419 W/m²,407 W/m²
2023-01-03 11:50:00,161 W/m²,269 W/m²,484 W/m²,498 W/m²,449 W/m²,405 W/m²
2023-01-03 11:55:00,163 W/m²,232 W/m²,398 W/m²,408 W/m²,371 W/m²,403 W/m²
2023-01-03 12:00:00,167 W/m²,197 W/m²,312 W/m²,316 W/m²,294 W/m²,401 W/m²
2023-01-03 12:05:00,171 W/m²,199 W/m²,309 W/m²,312 W/m²,292 W/m²,398 W/m²
2023-01-03 12:10:00,170 W/m²,227 W/m²,379 W/m²,387 W/m²,355 W/m²,395 W/m²
2023-01-03 12:15:00,168 W/m²,254 W/m²,448 W/m²,462 W/m²,416 W/m²,392 W/m²
2023-01-03 12:20:00,159 W/m²,190 W/m²,305 W/m²,311 W/m²,286 W/m²,388 W/m²
2023-01-03 12:25:00,167 W/m²,239 W/m²,408 W/m²,421 W/m²,380 W/m²,384 W/m²
2023-01-03 12:30:00,165 W/m²,268 W/m²,483 W/m²,502 W/m²,447 W/m²,379 W/m²
2023-01-03 12:35:00,160 W/m²,321 W/m²,621 W/m²,653 W/m²,570 W/m²,374 W/m²
2023-01-03 12:40:00,151 W/m²,329 W/m²,658 W/m²,696 W/m²,601 W/m²,369 W/m²
2023-01-03 12:45:00,154 W/m²,373 W/m²,769 W/m²,818 W/m²,700 W/m²,363 W/m²
2023-01-03 12:50:00,165 W/m²,416 W/m²,863 W/m²,919 W/m²,784 W/m²,358 W/m²
2023-01-03 12:55:00,178 W/m²,436 W/m²,894 W/m²,953 W/m²,814 W/m²,351 W/m²
2023-01-03 13:00:00,173 W/m²,436 W/m²,898 W/m²,959 W/m²,816 W/m²,345 W/m²
2023-01-03 13:05:00,177 W/m²,378 W/m²,762 W/m²,814 W/m²,694 W/m²,338 W/m²
2023-01-03 13:10:00,167 W/m²,286 W/m²,534 W/m²,563 W/m²,489 W/m²,331 W/m²
2023-01-03 13:15:00,169 W/m²,266 W/m²,482 W/m²,507 W/m²,443 W/m²,323 W/m²
2023-01-03 13:20:00,172 W/m²,253 W/m²,450 W/m²,473 W/m²,415 W/m²,315 W/m²
2023-01-03 13:25:00,171 W/m²,264 W/m²,485 W/m²,512 W/m²,445 W/m²,307 W/m²
2023-01-03 13:30:00,159 W/m²,232 W/m²,420 W/m²,442 W/m²,386 W/m²,299 W/m²
2023-01-03 13:35:00,138 W/m²,170 W/m²,282 W/m²,292 W/m²,262 W/m²,290 W/m²
2023-01-03 13:40:00,129 W/m²,149 W/m²,244 W/m²,253 W/m²,226 W/m²,281 W/m²
