"Time","Diffus","Global 0°","Global 45°","Global 60°","Global 30°","ClearSky 0° F"
2023-01-09 02:35:00,33.1 mW/m²,-213 mW/m²,-279 mW/m²,-15.3 mW/m²,-617 mW/m²,0 W/m²
2023-01-09 02:40:00,8.27 mW/m²,-305 mW/m²,-224 mW/m²,-7.65 mW/m²,-643 mW/m²,0 W/m²
2023-01-09 02:45:00,-331 mW/m²,-309 mW/m²,-183 mW/m²,53.5 mW/m²,-874 mW/m²,0 W/m²
2023-01-09 02:50:00,-335 mW/m²,-67.4 mW/m²,0 W/m²,226 mW/m²,-767 mW/m²,0 W/m²
2023-01-09 02:55:00,145 mW/m²,-121 mW/m²,-121 mW/m²,183 mW/m²,-394 mW/m²,0 W/m²
2023-01-09 03:00:00,289 mW/m²,-14.2 mW/m²,-62.0 mW/m²,183 mW/m²,-338 mW/m²,0 W/m²
2023-01-09 03:05:00,78.6 mW/m²,-209 mW/m²,-241 mW/m²,0.0130 fW/m²,-626 mW/m²,0 W/m²
2023-01-09 03:10:00,-132 mW/m²,-301 mW/m²,-272 mW/m²,-65.0 mW/m²,-750 mW/m²,0 W/m²
2023-01-09 03:15:00,45.5 mW/m²,-227 mW/m²,-300 mW/m²,-164 mW/m²,-831 mW/m²,0 W/m²
2023-01-09 03:20:00,-66.2 mW/m²,-312 mW/m²,-396 mW/m²,-134 mW/m²,-870 mW/m²,0 W/m²
2023-01-09 03:25:00,-848 mW/m²,-965 mW/m²,-965 mW/m²,-482 mW/m²,-1.37 W/m²,0 W/m²
2023-01-09 03:30:00,-1.46 W/m²,-1.41 W/m²,-1.35 W/m²,-818 mW/m²,-1.80 W/m²,0 W/m²
2023-01-09 03:35:00,-1.27 W/m²,-1.39 W/m²,-1.20 W/m²,-722 mW/m²,-1.54 W/m²,0 W/m²
2023-01-09 03:40:00,-802 mW/m²,-1.01 W/m²,-610 mW/m²,-30.6 mW/m²,-1.14 W/m²,0 W/m²
2023-01-09 03:45:00,-447 mW/m²,-766 mW/m²,-431 mW/m²,-91.7 mW/m²,-998 mW/m²,0 W/m²
2023-01-09 03:50:00,-219 mW/m²,-145 mW/m²,-138 mW/m²,195 mW/m²,-805 mW/m²,0 W/m²
2023-01-09 03:55:00,-182 mW/m²,-358 mW/m²,-293 mW/m²,87.9 mW/m²,-823 mW/m²,0 W/m²
2023-01-09 04:00:00,-471 mW/m²,-603 mW/m²,-452 mW/m²,-3.82 mW/m²,-990 mW/m²,0 W/m²
2023-01-09 04:05:00,-1.01 W/m²,-1.06 W/m²,-831 mW/m²,-226 mW/m²,-1.49 W/m²,0 W/m²
2023-01-09 04:10:00,-678 mW/m²,-812 mW/m²,-938 mW/m²,-455 mW/m²,-1.84 W/m²,0 W/m²
2023-01-09 04:15:00,-641 mW/m²,-670 mW/m²,-979 mW/m²,-654 mW/m²,-1.68 W/m²,0 W/m²
2023-01-09 04:20:00,-819 mW/m²,-1.02 W/m²,-1.09 W/m²,-688 mW/m²,-1.42 W/m²,0 W/m²
2023-01-09 04:25:00,-798 mW/m²,-773 mW/m²,-927 mW/m²,-428 mW/m²,-1.26 W/m²,0 W/m²
2023-01-09 04:30:00,-988 mW/m²,-972 mW/m²,-862 mW/m²,-275 mW/m²,-1.56 W/m²,0 W/m²
2023-01-09 04:35:00,-1.36 W/m²,-1.09 W/m²,-1.07 W/m²,-279 mW/m²,-1.58 W/m²,0 W/m²
2023-01-09 04:40:00,-1.58 W/m²,-1.46 W/m²,-1.15 W/m²,-222 mW/m²,-1.58 W/m²,0 W/m²
2023-01-09 04:45:00,-1.40 W/m²,-1.26 W/m²,-865 mW/m²,-15.3 mW/m²,-1.63 W/m²,0 W/m²
2023-01-09 04:50:00,-1.22 W/m²,-979 mW/m²,-776 mW/m²,-126 mW/m²,-1.26 W/m²,0 W/m²
2023-01-09 04:55:00,-844 mW/m²,-957 mW/m²,-641 mW/m²,-130 mW/m²,-1.30 W/m²,0 W/m²
2023-01-09 05:00:00,-658 mW/m²,-727 mW/m²,-772 mW/m²,-325 mW/m²,-1.46 W/m²,0 W/m²
2023-01-09 05:05:00,-500 mW/m²,-511 mW/m²,-710 mW/m²,-401 mW/m²,-1.34 W/m²,0 W/m²
2023-01-09 05:10:00,-455 mW/m²,-468 mW/m²,-793 mW/m²,-348 mW/m²,-1.27 W/m²,0 W/m²
2023-01-09 05:15:00,-343 mW/m²,-294 mW/m²,-717 mW/m²,-268 mW/m²,-1.03 W/m²,0 W/m²
2023-01-09 05:20:00,-248 mW/m²,-3.55 mW/m²,-507 mW/m²,-30.6 mW/m²,-707 mW/m²,0 W/m²
2023-01-09 05:25:00,-306 mW/m²,-170 mW/m²,-531 mW/m²,3.82 mW/m²,-510 mW/m²,0 W/m²
2023-01-09 05:30:00,-422 mW/m²,-230 mW/m²,-410 mW/m²,164 mW/m²,-411 mW/m²,0 W/m²
2023-01-09 05:35:00,-256 mW/m²,-184 mW/m²,-128 mW/m²,470 mW/m²,-411 mW/m²,0 W/m²
2023-01-09 05:40:00,-364 mW/m²,-291 mW/m²,-152 mW/m²,428 mW/m²,-326 mW/m²,0 W/m²
2023-01-09 05:45:00,-232 mW/m²,-316 mW/m²,-300 mW/m²,30.6 mW/m²,-823 mW/m²,0 W/m²
2023-01-09 05:50:00,-178 mW/m²,-223 mW/m²,-217 mW/m²,107 mW/m²,-775 mW/m²,0 W/m²
2023-01-09 05:55:00,-488 mW/m²,-560 mW/m²,176 mW/m²,608 mW/m²,-780 mW/m²,0 W/m²
2023-01-09 06:00:00,-476 mW/m²,-365 mW/m²,186 mW/m²,818 mW/m²,-471 mW/m²,0 W/m²
2023-01-09 06:05:00,-666 mW/m²,-521 mW/m²,-110 mW/m²,558 mW/m²,-694 mW/m²,0 W/m²
2023-01-09 06:10:00,-658 mW/m²,-564 mW/m²,-190 mW/m²,436 mW/m²,-733 mW/m²,0 W/m²
2023-01-09 06:15:00,-666 mW/m²,-553 mW/m²,-238 mW/m²,409 mW/m²,-728 mW/m²,0 W/m²
2023-01-09 06:20:00,-467 mW/m²,-330 mW/m²,-155 mW/m²,497 mW/m²,-437 mW/m²,0 W/m²
2023-01-09 06:25:00,-393 mW/m²,-358 mW/m²,-217 mW/m²,310 mW/m²,-621 mW/m²,0 W/m²
2023-01-09 06:30:00,-463 mW/m²,-496 mW/m²,-555 mW/m²,-99.4 mW/m²,-1.15 W/m²,0 W/m²
2023-01-09 06:35:00,-426 mW/m²,-351 mW/m²,-386 mW/m²,45.9 mW/m²,-853 mW/m²,0 W/m²
2023-01-09 06:40:00,-223 mW/m²,-106 mW/m²,34.5 mW/m²,516 mW/m²,-373 mW/m²,0 W/m²
2023-01-09 06:45:00,471 mW/m²,628 mW/m²,631 mW/m²,1.18 W/m²,390 mW/m²,0 W/m²
2023-01-09 06:50:00,1.60 W/m²,1.82 W/m²,1.60 W/m²,2.08 W/m²,1.18 W/m²,847 µW/m²
2023-01-09 06:55:00,2.92 W/m²,3.03 W/m²,2.59 W/m²,2.92 W/m²,2.22 W/m²,960 mW/m²
2023-01-09 07:00:00,3.57 W/m²,3.54 W/m²,3.07 W/m²,3.23 W/m²,2.90 W/m²,5.05 W/m²
2023-01-09 07:05:00,4.28 W/m²,3.82 W/m²,3.70 W/m²,4.17 W/m²,3.19 W/m²,11.4 W/m²
2023-01-09 07:10:00,6.57 W/m²,6.26 W/m²,5.36 W/m²,5.48 W/m²,4.79 W/m²,19.3 W/m²
2023-01-09 07:15:00,12.2 W/m²,11.8 W/m²,9.67 W/m²,9.16 W/m²,9.45 W/m²,28.2 W/m²
2023-01-09 07:20:00,16.1 W/m²,15.8 W/m²,13.1 W/m²,12.2 W/m²,13.1 W/m²,37.9 W/m²
2023-01-09 07:25:00,22.2 W/m²,21.7 W/m²,19.1 W/m²,17.5 W/m²,19.5 W/m²,48.1 W/m²
2023-01-09 07:30:00,23.6 W/m²,23.2 W/m²,21.4 W/m²,19.7 W/m²,22.2 W/m²,58.8 W/m²
2023-01-09 07:35:00,22.1 W/m²,21.8 W/m²,20.6 W/m²,19.2 W/m²,21.2 W/m²,69.9 W/m²
2023-01-09 07:40:00,27.6 W/m²,27.2 W/m²,27.2 W/m²,25.8 W/m²,28.0 W/m²,81.1 W/m²
2023-01-09 07:45:00,32.5 W/m²,31.9 W/m²,30.2 W/m²,28.2 W/m²,31.7 W/m²,92.6 W/m²
2023-01-09 07:50:00,32.7 W/m²,32.0 W/m²,27.8 W/m²,25.5 W/m²,30.0 W/m²,104 W/m²
2023-01-09 07:55:00,30.8 W/m²,30.0 W/m²,25.4 W/m²,23.7 W/m²,27.8 W/m²,116 W/m²
2023-01-09 08:00:00,35.8 W/m²,34.8 W/m²,30.0 W/m²,28.2 W/m²,31.7 W/m²,127 W/m²
2023-01-09 08:05:00,48.7 W/m²,47.6 W/m²,42.5 W/m²,39.3 W/m²,44.6 W/m²,139 W/m²
2023-01-09 08:10:00,62.3 W/m²,61.0 W/m²,49.8 W/m²,44.3 W/m²,53.3 W/m²,151 W/m²
2023-01-09 08:15:00,74.2 W/m²,72.9 W/m²,58.4 W/m²,51.1 W/m²,63.8 W/m²,162 W/m²
2023-01-09 08:20:00,45.6 W/m²,44.8 W/m²,38.8 W/m²,35.0 W/m²,41.2 W/m²,174 W/m²
2023-01-09 08:25:00,47.4 W/m²,46.8 W/m²,42.8 W/m²,38.9 W/m²,44.3 W/m²,185 W/m²
2023-01-09 08:30:00,49.8 W/m²,49.2 W/m²,47.4 W/m²,43.4 W/m²,48.1 W/m²,197 W/m²
2023-01-09 08:35:00,69.8 W/m²,69.0 W/m²,57.0 W/m²,49.5 W/m²,60.8 W/m²,208 W/m²
2023-01-09 08:40:00,70.6 W/m²,69.8 W/m²,57.4 W/m²,50.1 W/m²,61.0 W/m²,219 W/m²
2023-01-09 08:45:00,72.6 W/m²,71.8 W/m²,62.2 W/m²,54.8 W/m²,66.0 W/m²,229 W/m²
2023-01-09 08:50:00,74.4 W/m²,73.4 W/m²,57.4 W/m²,49.8 W/m²,62.0 W/m²,240 W/m²
2023-01-09 08:55:00,88.9 W/m²,87.7 W/m²,68.1 W/m²,58.7 W/m²,74.1 W/m²,250 W/m²
2023-01-09 09:00:00,72.1 W/m²,71.2 W/m²,61.0 W/m²,54.2 W/m²,65.0 W/m²,261 W/m²
2023-01-09 09:05:00,60.5 W/m²,59.8 W/m²,54.5 W/m²,48.9 W/m²,57.5 W/m²,270 W/m²
2023-01-09 09:10:00,44.2 W/m²,43.6 W/m²,39.9 W/m²,36.4 W/m²,42.0 W/m²,280 W/m²
2023-01-09 09:15:00,40.9 W/m²,40.3 W/m²,37.0 W/m²,33.8 W/m²,38.3 W/m²,290 W/m²
2023-01-09 09:20:00,43.9 W/m²,43.1 W/m²,40.3 W/m²,37.1 W/m²,42.1 W/m²,299 W/m²
2023-01-09 09:25:00,63.2 W/m²,62.1 W/m²,53.5 W/m²,48.5 W/m²,56.4 W/m²,308 W/m²
2023-01-09 09:30:00,60.6 W/m²,59.8 W/m²,47.9 W/m²,41.8 W/m²,52.7 W/m²,316 W/m²
2023-01-09 09:35:00,37.0 W/m²,36.4 W/m²,33.2 W/m²,31.1 W/m²,34.4 W/m²,325 W/m²
2023-01-09 09:40:00,45.6 W/m²,45.2 W/m²,40.3 W/m²,36.4 W/m²,42.0 W/m²,333 W/m²
2023-01-09 09:45:00,41.3 W/m²,40.5 W/m²,35.8 W/m²,32.2 W/m²,38.1 W/m²,340 W/m²
2023-01-09 09:50:00,37.9 W/m²,37.7 W/m²,32.3 W/m²,28.8 W/m²,33.8 W/m²,348 W/m²
2023-01-09 09:55:00,35.1 W/m²,34.7 W/m²,27.6 W/m²,24.3 W/m²,29.7 W/m²,355 W/m²
2023-01-09 10:00:00,24.6 W/m²,24.1 W/m²,22.1 W/m²,20.3 W/m²,23.5 W/m²,362 W/m²
2023-01-09 10:05:00,38.8 W/m²,38.1 W/m²,28.4 W/m²,25.2 W/m²,29.5 W/m²,368 W/m²
2023-01-09 10:10:00,58.5 W/m²,57.9 W/m²,47.6 W/m²,42.5 W/m²,51.0 W/m²,374 W/m²
2023-01-09 10:15:00,53.1 W/m²,52.7 W/m²,42.9 W/m²,38.1 W/m²,45.5 W/m²,380 W/m²
2023-01-09 10:20:00,57.8 W/m²,56.9 W/m²,43.1 W/m²,37.8 W/m²,46.2 W/m²,385 W/m²
2023-01-09 10:25:00,60.8 W/m²,59.8 W/m²,51.4 W/m²,46.4 W/m²,54.7 W/m²,390 W/m²
2023-01-09 10:30:00,71.3 W/m²,70.3 W/m²,59.8 W/m²,53.1 W/m²,63.7 W/m²,395 W/m²
2023-01-09 10:35:00,76.0 W/m²,74.9 W/m²,60.1 W/m²,53.0 W/m²,65.5 W/m²,399 W/m²
2023-01-09 10:40:00,64.5 W/m²,63.4 W/m²,51.7 W/m²,46.8 W/m²,54.7 W/m²,403 W/m²
2023-01-09 10:45:00,104 W/m²,102 W/m²,79.3 W/m²,70.6 W/m²,84.6 W/m²,407 W/m²
2023-01-09 10:50:00,132 W/m²,130 W/m²,111 W/m²,99.4 W/m²,118 W/m²,410 W/m²
2023-01-09 10:55:00,114 W/m²,113 W/m²,96.2 W/m²,85.8 W/m²,103 W/m²,413 W/m²
2023-01-09 11:00:00,122 W/m²,121 W/m²,110 W/m²,99.9 W/m²,114 W/m²,415 W/m²
2023-01-09 11:05:00,133 W/m²,131 W/m²,126 W/m²,114 W/m²,130 W/m²,418 W/m²
2023-01-09 11:10:00,124 W/m²,127 W/m²,152 W/m²,146 W/m²,150 W/m²,419 W/m²
2023-01-09 11:15:00,176 W/m²,204 W/m²,273 W/m²,267 W/m²,264 W/m²,421 W/m²
2023-01-09 11:20:00,174 W/m²,178 W/m²,212 W/m²,203 W/m²,210 W/m²,422 W/m²
2023-01-09 11:25:00,197 W/m²,197 W/m²,232 W/m²,222 W/m²,230 W/m²,422 W/m²
2023-01-09 11:30:00,213 W/m²,222 W/m²,273 W/m²,263 W/m²,270 W/m²,422 W/m²
2023-01-09 11:35:00,193 W/m²,237 W/m²,387 W/m²,391 W/m²,359 W/m²,422 W/m²
2023-01-09 11:40:00,181 W/m²,231 W/m²,395 W/m²,401 W/m²,350 W/m²,421 W/m²
2023-01-09 11:45:00,182 W/m²,510 W/m²,1.05 kW/m²,1.09 kW/m²,950 W/m²,420 W/m²
2023-01-09 11:50:00,197 W/m²,550 W/m²,1.11 kW/m²,1.16 kW/m²,1.02 kW/m²,419 W/m²
2023-01-09 11:55:00,168 W/m²,474 W/m²,989 W/m²,1.04 kW/m²,904 W/m²,417 W/m²
2023-01-09 12:00:00,122 W/m²,322 W/m²,690 W/m²,728 W/m²,646 W/m²,415 W/m²
2023-01-09 12:05:00,119 W/m²,370 W/m²,796 W/m²,843 W/m²,706 W/m²,413 W/m²
2023-01-09 12:10:00,165 W/m²,462 W/m²,966 W/m²,1.02 kW/m²,866 W/m²,410 W/m²
2023-01-09 12:15:00,223 W/m²,387 W/m²,723 W/m²,752 W/m²,686 W/m²,407 W/m²
2023-01-09 12:20:00,238 W/m²,380 W/m²,692 W/m²,716 W/m²,623 W/m²,403 W/m²
2023-01-09 12:25:00,234 W/m²,356 W/m²,625 W/m²,646 W/m²,585 W/m²,399 W/m²
2023-01-09 12:30:00,209 W/m²,451 W/m²,893 W/m²,940 W/m²,808 W/m²,395 W/m²
2023-01-09 12:35:00,229 W/m²,506 W/m²,968 W/m²,1.02 kW/m²,915 W/m²,390 W/m²
2023-01-09 12:40:00,138 W/m²,388 W/m²,830 W/m²,887 W/m²,743 W/m²,385 W/m²
2023-01-09 12:45:00,135 W/m²,431 W/m²,930 W/m²,996 W/m²,843 W/m²,379 W/m²
2023-01-09 12:50:00,152 W/m²,450 W/m²,958 W/m²,1.02 kW/m²,871 W/m²,373 W/m²
2023-01-09 12:55:00,151 W/m²,418 W/m²,880 W/m²,942 W/m²,805 W/m²,367 W/m²
2023-01-09 13:00:00,216 W/m²,450 W/m²,864 W/m²,914 W/m²,792 W/m²,361 W/m²
2023-01-09 13:05:00,200 W/m²,424 W/m²,843 W/m²,895 W/m²,778 W/m²,354 W/m²
2023-01-09 13:10:00,165 W/m²,342 W/m²,700 W/m²,750 W/m²,634 W/m²,347 W/m²
2023-01-09 13:15:00,160 W/m²,369 W/m²,782 W/m²,841 W/m²,716 W/m²,339 W/m²
2023-01-09 13:20:00,177 W/m²,345 W/m²,711 W/m²,762 W/m²,643 W/m²,332 W/m²
2023-01-09 13:25:00,190 W/m²,395 W/m²,814 W/m²,870 W/m²,744 W/m²,324 W/m²
2023-01-09 13:30:00,184 W/m²,374 W/m²,774 W/m²,828 W/m²,702 W/m²,315 W/m²
2023-01-09 13:35:00,167 W/m²,393 W/m²,825 W/m²,887 W/m²,750 W/m²,307 W/m²
2023-01-09 13:40:00,157 W/m²,376 W/m²,811 W/m²,878 W/m²,733 W/m²,298 W/m²
2023-01-09 13:45:00,192 W/m²,373 W/m²,750 W/m²,808 W/m²,689 W/m²,288 W/m²
2023-01-09 13:50:00,170 W/m²,221 W/m²,404 W/m²,431 W/m²,385 W/m²,279 W/m²
2023-01-09 13:55:00,196 W/m²,345 W/m²,694 W/m²,751 W/m²,620 W/m²,269 W/m²
2023-01-09 14:00:00,196 W/m²,350 W/m²,703 W/m²,762 W/m²,644 W/m²,259 W/m²
2023-01-09 14:05:00,161 W/m²,295 W/m²,624 W/m²,682 W/m²,574 W/m²,249 W/m²
2023-01-09 14:10:00,151 W/m²,306 W/m²,664 W/m²,733 W/m²,602 W/m²,239 W/m²
2023-01-09 14:15:00,137 W/m²,289 W/m²,641 W/m²,716 W/m²,579 W/m²,228 W/m²
2023-01-09 14:20:00,126 W/m²,270 W/m²,611 W/m²,694 W/m²,549 W/m²,217 W/m²
2023-01-09 14:25:00,154 W/m²,289 W/m²,622 W/m²,697 W/m²,560 W/m²,206 W/m²
2023-01-09 14:30:00,166 W/m²,286 W/m²,604 W/m²,667 W/m²,548 W/m²,195 W/m²
2023-01-09 14:35:00,138 W/m²,248 W/m²,556 W/m²,620 W/m²,500 W/m²,184 W/m²
2023-01-09 14:40:00,146 W/m²,247 W/m²,517 W/m²,575 W/m²,466 W/m²,172 W/m²
2023-01-09 14:45:00,157 W/m²,255 W/m²,515 W/m²,570 W/m²,468 W/m²,161 W/m²
2023-01-09 14:50:00,152 W/m²,221 W/m²,429 W/m²,473 W/m²,390 W/m²,149 W/m²
2023-01-09 14:55:00,168 W/m²,235 W/m²,456 W/m²,503 W/m²,418 W/m²,138 W/m²
2023-01-09 15:00:00,129 W/m²,178 W/m²,358 W/m²,399 W/m²,323 W/m²,126 W/m²
2023-01-09 15:05:00,116 W/m²,144 W/m²,280 W/m²,310 W/m²,259 W/m²,114 W/m²
2023-01-09 15:10:00,96.0 W/m²,121 W/m²,235 W/m²,263 W/m²,208 W/m²,103 W/m²
2023-01-09 15:15:00,112 W/m²,154 W/m²,316 W/m²,357 W/m²,282 W/m²,91.1 W/m²
2023-01-09 15:20:00,119 W/m²,153 W/m²,305 W/m²,343 W/m²,275 W/m²,79.7 W/m²
2023-01-09 15:25:00,111 W/m²,143 W/m²,286 W/m²,322 W/m²,258 W/m²,68.4 W/m²
2023-01-09 15:30:00,68.5 W/m²,96.1 W/m²,237 W/m²,276 W/m²,208 W/m²,57.4 W/m²
2023-01-09 15:35:00,45.3 W/m²,65.0 W/m²,175 W/m²,207 W/m²,151 W/m²,46.8 W/m²
2023-01-09 15:40:00,40.4 W/m²,53.1 W/m²,137 W/m²,161 W/m²,118 W/m²,36.6 W/m²
2023-01-09 15:45:00,43.0 W/m²,50.0 W/m²,101 W/m²,117 W/m²,89.7 W/m²,27.0 W/m²
2023-01-09 15:50:00,38.8 W/m²,43.1 W/m²,83.4 W/m²,95.3 W/m²,75.1 W/m²,18.2 W/m²
2023-01-09 15:55:00,31.3 W/m²,32.4 W/m²,48.2 W/m²,52.0 W/m²,45.3 W/m²,10.5 W/m²
2023-01-09 16:00:00,23.9 W/m²,23.6 W/m²,25.8 W/m²,25.2 W/m²,26.0 W/m²,4.38 W/m²
2023-01-09 16:05:00,10.3 W/m²,10.2 W/m²,11.4 W/m²,11.3 W/m²,11.1 W/m²,673 mW/m²
2023-01-09 16:10:00,4.18 W/m²,4.16 W/m²,4.98 W/m²,5.06 W/m²,4.58 W/m²,329 nW/m²
2023-01-09 16:15:00,1.48 W/m²,1.55 W/m²,2.71 W/m²,2.84 W/m²,1.99 W/m²,0 W/m²
2023-01-09 16:20:00,-211 mW/m²,81.6 mW/m²,903 mW/m²,1.07 W/m²,450 mW/m²,0 W/m²
2023-01-09 16:25:00,-732 mW/m²,-443 mW/m²,93.1 mW/m²,287 mW/m²,-124 mW/m²,0 W/m²
2023-01-09 16:30:00,-1.34 W/m²,-1.11 W/m²,-555 mW/m²,-470 mW/m²,-883 mW/m²,0 W/m²
2023-01-09 16:35:00,-1.35 W/m²,-1.16 W/m²,-831 mW/m²,-776 mW/m²,-1.28 W/m²,0 W/m²
2023-01-09 16:40:00,-1.48 W/m²,-1.24 W/m²,-913 mW/m²,-810 mW/m²,-1.21 W/m²,0 W/m²
2023-01-09 16:45:00,-1.33 W/m²,-1.13 W/m²,-903 mW/m²,-849 mW/m²,-1.23 W/m²,0 W/m²
2023-01-09 16:50:00,-1.63 W/m²,-1.38 W/m²,-976 mW/m²,-921 mW/m²,-1.44 W/m²,0 W/m²
2023-01-09 16:55:00,-1.05 W/m²,-862 mW/m²,-817 mW/m²,-715 mW/m²,-947 mW/m²,0 W/m²
2023-01-09 17:00:00,-1.62 W/m²,-1.43 W/m²,-1.00 W/m²,-963 mW/m²,-1.50 W/m²,0 W/m²
2023-01-09 17:05:00,-1.98 W/m²,-1.75 W/m²,-1.18 W/m²,-1.12 W/m²,-1.75 W/m²,0 W/m²
2023-01-09 17:10:00,-2.15 W/m²,-1.85 W/m²,-1.26 W/m²,-1.19 W/m²,-1.74 W/m²,0 W/m²
2023-01-09 17:15:00,-2.26 W/m²,-1.97 W/m²,-1.35 W/m²,-1.22 W/m²,-1.80 W/m²,0 W/m²
2023-01-09 17:20:00,-1.91 W/m²,-1.67 W/m²,-1.35 W/m²,-1.23 W/m²,-1.75 W/m²,0 W/m²
2023-01-09 17:25:00,-1.60 W/m²,-1.32 W/m²,-1.12 W/m²,-1.03 W/m²,-1.52 W/m²,0 W/m²
2023-01-09 17:30:00,-1.44 W/m²,-1.19 W/m²,-941 mW/m²,-837 mW/m²,-1.28 W/m²,0 W/m²
2023-01-09 17:35:00,-1.31 W/m²,-1.04 W/m²,-869 mW/m²,-742 mW/m²,-1.09 W/m²,0 W/m²
2023-01-09 17:40:00,-1.12 W/m²,-904 mW/m²,-762 mW/m²,-654 mW/m²,-887 mW/m²,0 W/m²
2023-01-09 17:45:00,-1.31 W/m²,-1.11 W/m²,-772 mW/m²,-696 mW/m²,-1.03 W/m²,0 W/m²
2023-01-09 17:50:00,-1.10 W/m²,-947 mW/m²,-845 mW/m²,-749 mW/m²,-1.07 W/m²,0 W/m²
2023-01-09 17:55:00,-1.34 W/m²,-1.12 W/m²,-865 mW/m²,-807 mW/m²,-1.21 W/m²,0 W/m²
2023-01-09 18:00:00,-1.45 W/m²,-1.16 W/m²,-920 mW/m²,-818 mW/m²,-977 mW/m²,0 W/m²
2023-01-09 18:05:00,-678 mW/m²,-606 mW/m²,-900 mW/m²,-753 mW/m²,-1.11 W/m²,0 W/m²
2023-01-09 18:10:00,-1.63 W/m²,-1.48 W/m²,-814 mW/m²,-849 mW/m²,-1.65 W/m²,0 W/m²
2023-01-09 18:15:00,-1.46 W/m²,-1.33 W/m²,-1.03 W/m²,-1.04 W/m²,-1.64 W/m²,0 W/m²
2023-01-09 18:20:00,-1.64 W/m²,-1.35 W/m²,-945 mW/m²,-852 mW/m²,-1.48 W/m²,0 W/m²
2023-01-09 18:25:00,-1.33 W/m²,-1.14 W/m²,-1.12 W/m²,-990 mW/m²,-1.54 W/m²,0 W/m²
2023-01-09 18:30:00,-1.27 W/m²,-1.00 W/m²,-776 mW/m²,-619 mW/m²,-973 mW/m²,0 W/m²
2023-01-09 18:35:00,-1.04 W/m²,-876 mW/m²,-751 mW/m²,-635 mW/m²,-805 mW/m²,0 W/m²
2023-01-09 18:40:00,-633 mW/m²,-518 mW/m²,-386 mW/m²,-264 mW/m²,-647 mW/m²,0 W/m²
2023-01-09 18:45:00,-728 mW/m²,-635 mW/m²,-424 mW/m²,-363 mW/m²,-587 mW/m²,0 W/m²
2023-01-09 18:50:00,-467 mW/m²,-440 mW/m²,-417 mW/m²,-367 mW/m²,-686 mW/m²,0 W/m²
2023-01-09 18:55:00,-955 mW/m²,-840 mW/m²,-493 mW/m²,-478 mW/m²,-754 mW/m²,0 W/m²
2023-01-09 19:00:00,-972 mW/m²,-911 mW/m²,-548 mW/m²,-562 mW/m²,-1.68 W/m²,0 W/m²
2023-01-09 19:05:00,-1.12 W/m²,-979 mW/m²,-1.01 W/m²,-994 mW/m²,-1.99 W/m²,0 W/m²
2023-01-09 19:10:00,-629 mW/m²,-454 mW/m²,-610 mW/m²,-596 mW/m²,-960 mW/m²,0 W/m²
2023-01-09 19:15:00,-1.50 W/m²,-1.17 W/m²,-579 mW/m²,-566 mW/m²,-608 mW/m²,0 W/m²
2023-01-09 19:20:00,-285 mW/m²,-227 mW/m²,-641 mW/m²,-547 mW/m²,-750 mW/m²,0 W/m²
2023-01-09 19:25:00,-1.19 W/m²,-1.02 W/m²,-686 mW/m²,-604 mW/m²,-758 mW/m²,0 W/m²
2023-01-09 19:30:00,-571 mW/m²,-674 mW/m²,-993 mW/m²,-948 mW/m²,-1.16 W/m²,0 W/m²
2023-01-09 19:35:00,-327 mW/m²,-390 mW/m²,-879 mW/m²,-696 mW/m²,-1.10 W/m²,0 W/m²
2023-01-09 19:40:00,-794 mW/m²,-681 mW/m²,-407 mW/m²,-325 mW/m²,-1.04 W/m²,0 W/m²
2023-01-09 19:45:00,-575 mW/m²,-543 mW/m²,-707 mW/m²,-669 mW/m²,-874 mW/m²,0 W/m²
2023-01-09 19:50:00,-1.72 W/m²,-1.42 W/m²,-620 mW/m²,-703 mW/m²,-1.23 W/m²,0 W/m²
2023-01-09 19:55:00,-1.86 W/m²,-1.53 W/m²,-900 mW/m²,-898 mW/m²,-1.23 W/m²,0 W/m²
2023-01-09 20:00:00,-757 mW/m²,-713 mW/m²,-1.04 W/m²,-891 mW/m²,-1.15 W/m²,0 W/m²
2023-01-09 20:05:00,-1.05 W/m²,-844 mW/m²,-989 mW/m²,-891 mW/m²,-823 mW/m²,0 W/m²
2023-01-09 20:10:00,-687 mW/m²,-656 mW/m²,-507 mW/m²,-428 mW/m²,-883 mW/m²,0 W/m²
2023-01-09 20:15:00,-769 mW/m²,-645 mW/m²,-579 mW/m²,-570 mW/m²,-750 mW/m²,0 W/m²
2023-01-09 20:20:00,-997 mW/m²,-812 mW/m²,-438 mW/m²,-451 mW/m²,-690 mW/m²,0 W/m²
2023-01-09 20:25:00,-889 mW/m²,-777 mW/m²,-748 mW/m²,-696 mW/m²,-951 mW/m²,0 W/m²
2023-01-09 20:30:00,-443 mW/m²,-436 mW/m²,-369 mW/m²,-413 mW/m²,-861 mW/m²,0 W/m²
2023-01-09 20:35:00,-1.40 W/m²,-1.14 W/m²,-410 mW/m²,-508 mW/m²,-985 mW/m²,0 W/m²
2023-01-09 20:40:00,-496 mW/m²,-436 mW/m²,-603 mW/m²,-554 mW/m²,-750 mW/m²,0 W/m²
2023-01-09 20:45:00,-1.71 W/m²,-1.35 W/m²,-279 mW/m²,-375 mW/m²,-805 mW/m²,0 W/m²
2023-01-09 20:50:00,-525 mW/m²,-447 mW/m²,-231 mW/m²,-206 mW/m²,-857 mW/m²,0 W/m²
