Time,date,hour,hour_sin,hour_cos,timestep,day_of_year,doy_sin,doy_cos,Diffus_kW,Global0_kW,Global45_kW,Global60_kW,Global30_kW,ClearSky0_kW
2023-01-25 01:10:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,2,25,0.4171936026123168,0.9088176373395029,-0.0029500000000000004,-0.00211,-0.000989,-0.00117,-0.00225,0.0
2023-01-25 01:15:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,3,25,0.4171936026123168,0.9088176373395029,-0.00271,-0.00195,-0.000882,-0.00106,-0.00232,0.0
2023-01-25 01:20:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,4,25,0.4171936026123168,0.9088176373395029,-0.0027,-0.0020800000000000003,-0.00109,-0.0011899999999999999,-0.0025,0.0
2023-01-25 01:25:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,5,25,0.4171936026123168,0.9088176373395029,-0.00297,-0.0025099999999999996,-0.00133,-0.00128,-0.00296,0.0
2023-01-25 01:30:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,6,25,0.4171936026123168,0.9088176373395029,-0.003,-0.00263,-0.00166,-0.0014399999999999999,-0.00299,0.0
2023-01-25 01:35:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,7,25,0.4171936026123168,0.9088176373395029,-0.00263,-0.00218,-0.00139,-0.0010400000000000001,-0.0022400000000000002,0.0
2023-01-25 01:40:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,8,25,0.4171936026123168,0.9088176373395029,-0.00263,-0.0020099999999999996,-0.00109,-0.000902,-0.0018700000000000001,0.0
2023-01-25 01:45:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,9,25,0.4171936026123168,0.9088176373395029,-0.0026,-0.00185,-0.000741,-0.000772,-0.00213,0.0
2023-01-25 01:50:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,10,25,0.4171936026123168,0.9088176373395029,-0.0025099999999999996,-0.0016799999999999999,-0.000724,-0.000814,-0.00209,0.0
2023-01-25 01:55:00,2023-01-25,1,0.25881904510252074,0.9659258262890683,11,25,0.4171936026123168,0.9088176373395029,-0.0025800000000000003,-0.00182,-0.000731,-0.000845,-0.00228,0.0
2023-01-25 02:00:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,0,25,0.4171936026123168,0.9088176373395029,-0.00273,-0.0020299999999999997,-0.00108,-0.0011799999999999998,-0.00268,0.0
2023-01-25 02:05:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,1,25,0.4171936026123168,0.9088176373395029,-0.00311,-0.0024100000000000002,-0.00138,-0.00135,-0.00319,0.0
2023-01-25 02:10:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,2,25,0.4171936026123168,0.9088176373395029,-0.00321,-0.0025800000000000003,-0.00171,-0.00171,-0.0034,0.0
2023-01-25 02:15:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,3,25,0.4171936026123168,0.9088176373395029,-0.00352,-0.0029,-0.0022,-0.00215,-0.00396,0.0
2023-01-25 02:20:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,4,25,0.4171936026123168,0.9088176373395029,-0.00354,-0.00273,-0.00213,-0.00206,-0.00401,0.0
2023-01-25 02:25:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,5,25,0.4171936026123168,0.9088176373395029,-0.0033399999999999997,-0.00262,-0.0018,-0.00164,-0.00332,0.0
2023-01-25 02:30:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,6,25,0.4171936026123168,0.9088176373395029,-0.0027,-0.00185,-0.00123,-0.000772,-0.00149,0.0
2023-01-25 02:35:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,7,25,0.4171936026123168,0.9088176373395029,-0.00244,-0.00184,-0.000872,-0.000436,-0.0016200000000000001,0.0
2023-01-25 02:40:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,8,25,0.4171936026123168,0.9088176373395029,-0.00264,-0.00219,-0.00126,-0.000849,-0.00196,0.0
2023-01-25 02:45:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,9,25,0.4171936026123168,0.9088176373395029,-0.00263,-0.00221,-0.00135,-0.00101,-0.00219,0.0
2023-01-25 02:50:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,10,25,0.4171936026123168,0.9088176373395029,-0.00273,-0.00206,-0.00101,-0.000818,-0.00186,0.0
2023-01-25 02:55:00,2023-01-25,2,0.49999999999999994,0.8660254037844387,11,25,0.4171936026123168,0.9088176373395029,-0.0027400000000000002,-0.00195,-0.000727,-0.000803,-0.0020800000000000003,0.0
2023-01-25 03:00:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,0,25,0.4171936026123168,0.9088176373395029,-0.00287,-0.00217,-0.00101,-0.00111,-0.00257,0.0
2023-01-25 03:05:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,1,25,0.4171936026123168,0.9088176373395029,-0.00328,-0.00265,-0.00152,-0.0016200000000000001,-0.00335,0.0
2023-01-25 03:10:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,2,25,0.4171936026123168,0.9088176373395029,-0.00322,-0.00252,-0.0014199999999999998,-0.0015300000000000001,-0.00313,0.0
2023-01-25 03:15:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,3,25,0.4171936026123168,0.9088176373395029,-0.00312,-0.00233,-0.0012,-0.00133,-0.0027,0.0
2023-01-25 03:20:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,4,25,0.4171936026123168,0.9088176373395029,-0.00299,-0.00206,-0.000965,-0.0011,-0.00232,0.0
2023-01-25 03:25:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,5,25,0.4171936026123168,0.9088176373395029,-0.0030099999999999997,-0.00206,-0.00101,-0.00117,-0.00252,0.0
2023-01-25 03:30:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,6,25,0.4171936026123168,0.9088176373395029,-0.00283,-0.00186,-0.000745,-0.000948,-0.00233,0.0
2023-01-25 03:35:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,7,25,0.4171936026123168,0.9088176373395029,-0.00287,-0.00209,-0.000872,-0.00116,-0.00266,0.0
2023-01-25 03:40:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,8,25,0.4171936026123168,0.9088176373395029,-0.00287,-0.00197,-0.00072,-0.0010400000000000001,-0.00228,0.0
2023-01-25 03:45:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,9,25,0.4171936026123168,0.9088176373395029,-0.00278,-0.00188,-0.00072,-0.000952,-0.00234,0.0
2023-01-25 03:50:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,10,25,0.4171936026123168,0.9088176373395029,-0.0027400000000000002,-0.00182,-0.000634,-0.000875,-0.00228,0.0
2023-01-25 03:55:00,2023-01-25,3,0.7071067811865475,0.7071067811865476,11,25,0.4171936026123168,0.9088176373395029,-0.00271,-0.00199,-0.000851,-0.0011200000000000001,-0.00246,0.0
2023-01-25 04:00:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,0,25,0.4171936026123168,0.9088176373395029,-0.00261,-0.0019199999999999998,-0.000793,-0.00107,-0.00227,0.0
2023-01-25 04:05:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,1,25,0.4171936026123168,0.9088176373395029,-0.0028,-0.0020499999999999997,-0.000779,-0.0010400000000000001,-0.0023799999999999997,0.0
2023-01-25 04:10:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,2,25,0.4171936026123168,0.9088176373395029,-0.00285,-0.00202,-0.000782,-0.000963,-0.0024,0.0
2023-01-25 04:15:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,3,25,0.4171936026123168,0.9088176373395029,-0.00347,-0.0029,-0.0015400000000000001,-0.00161,-0.00367,0.0
2023-01-25 04:20:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,4,25,0.4171936026123168,0.9088176373395029,-0.00367,-0.00314,-0.00215,-0.00207,-0.0039900000000000005,0.0
2023-01-25 04:25:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,5,25,0.4171936026123168,0.9088176373395029,-0.00323,-0.00276,-0.00173,-0.0016899999999999999,-0.00348,0.0
2023-01-25 04:30:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,6,25,0.4171936026123168,0.9088176373395029,-0.00297,-0.00265,-0.00155,-0.00164,-0.00327,0.0
2023-01-25 04:35:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,7,25,0.4171936026123168,0.9088176373395029,-0.00261,-0.00232,-0.0014399999999999999,-0.00152,-0.0028799999999999997,0.0
2023-01-25 04:40:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,8,25,0.4171936026123168,0.9088176373395029,-0.00252,-0.00219,-0.00135,-0.00135,-0.00246,0.0
2023-01-25 04:45:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,9,25,0.4171936026123168,0.9088176373395029,-0.0022299999999999998,-0.0019199999999999998,-0.00109,-0.00106,-0.00226,0.0
2023-01-25 04:50:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,10,25,0.4171936026123168,0.9088176373395029,-0.00231,-0.00199,-0.0011,-0.00116,-0.00221,0.0
2023-01-25 04:55:00,2023-01-25,4,0.8660254037844386,0.5000000000000001,11,25,0.4171936026123168,0.9088176373395029,-0.0023799999999999997,-0.0020099999999999996,-0.00126,-0.0010500000000000002,-0.00216,0.0
