Time,date,hour,hour_sin,hour_cos,timestep,day_of_year,doy_sin,doy_cos,Diffus_kW,Global0_kW,Global45_kW,Global60_kW,Global30_kW,ClearSky0_kW
2023-01-05 10:45:00,2023-01-05,10,0.49999999999999994,-0.8660254037844387,9,5,0.08596479873744647,0.9962981749346078,0.0969,0.0953,0.0819,0.0733,0.0862,0.399
2023-01-05 10:50:00,2023-01-05,10,0.49999999999999994,-0.8660254037844387,10,5,0.08596479873744647,0.9962981749346078,0.101,0.0997,0.083,0.07390000000000001,0.0883,0.402
2023-01-05 10:55:00,2023-01-05,10,0.49999999999999994,-0.8660254037844387,11,5,0.08596479873744647,0.9962981749346078,0.113,0.111,0.0993,0.08990000000000001,0.104,0.405
2023-01-05 11:00:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,0,5,0.08596479873744647,0.9962981749346078,0.122,0.12,0.109,0.0987,0.114,0.407
2023-01-05 11:05:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,1,5,0.08596479873744647,0.9962981749346078,0.131,0.129,0.104,0.09079999999999999,0.112,0.409
2023-01-05 11:10:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,2,5,0.08596479873744647,0.9962981749346078,0.105,0.103,0.085,0.0752,0.09040000000000001,0.41
2023-01-05 11:15:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,3,5,0.08596479873744647,0.9962981749346078,0.0873,0.0858,0.0726,0.06420000000000001,0.077,0.412
2023-01-05 11:20:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,4,5,0.08596479873744647,0.9962981749346078,0.0828,0.08159999999999999,0.0724,0.065,0.076,0.412
2023-01-05 11:25:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,5,5,0.08596479873744647,0.9962981749346078,0.092,0.0907,0.0765,0.06720000000000001,0.08159999999999999,0.413
2023-01-05 11:30:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,6,5,0.08596479873744647,0.9962981749346078,0.0848,0.0835,0.0653,0.0564,0.0708,0.413
2023-01-05 11:35:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,7,5,0.08596479873744647,0.9962981749346078,0.0644,0.0634,0.0544,0.0495,0.0571,0.413
2023-01-05 11:40:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,8,5,0.08596479873744647,0.9962981749346078,0.0871,0.086,0.0819,0.0751,0.0848,0.412
2023-01-05 11:45:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,9,5,0.08596479873744647,0.9962981749346078,0.121,0.119,0.111,0.1,0.116,0.411
2023-01-05 11:50:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,10,5,0.08596479873744647,0.9962981749346078,0.138,0.136,0.122,0.108,0.129,0.409
2023-01-05 11:55:00,2023-01-05,11,0.258819045102521,-0.9659258262890682,11,5,0.08596479873744647,0.9962981749346078,0.114,0.112,0.0886,0.0765,0.09609999999999999,0.407
2023-01-05 12:00:00,2023-01-05,12,1.2246467991473532e-16,-1.0,0,5,0.08596479873744647,0.9962981749346078,0.0805,0.07909999999999999,0.0603,0.0523,0.0654,0.405
2023-01-05 12:05:00,2023-01-05,12,1.2246467991473532e-16,-1.0,1,5,0.08596479873744647,0.9962981749346078,0.0544,0.0535,0.045700000000000005,0.041299999999999996,0.0479,0.402
2023-01-05 12:10:00,2023-01-05,12,1.2246467991473532e-16,-1.0,2,5,0.08596479873744647,0.9962981749346078,0.053,0.0523,0.0485,0.0448,0.0499,0.399
2023-01-05 12:15:00,2023-01-05,12,1.2246467991473532e-16,-1.0,3,5,0.08596479873744647,0.9962981749346078,0.0677,0.067,0.060399999999999995,0.0551,0.0631,0.396
2023-01-05 12:20:00,2023-01-05,12,1.2246467991473532e-16,-1.0,4,5,0.08596479873744647,0.9962981749346078,0.09090000000000001,0.09,0.0736,0.06470000000000001,0.0792,0.392
2023-01-05 12:25:00,2023-01-05,12,1.2246467991473532e-16,-1.0,5,5,0.08596479873744647,0.9962981749346078,0.069,0.0682,0.055,0.048600000000000004,0.059,0.388
2023-01-05 12:30:00,2023-01-05,12,1.2246467991473532e-16,-1.0,6,5,0.08596479873744647,0.9962981749346078,0.062,0.0613,0.055,0.0498,0.0576,0.384
2023-01-05 12:35:00,2023-01-05,12,1.2246467991473532e-16,-1.0,7,5,0.08596479873744647,0.9962981749346078,0.0772,0.0761,0.063,0.0557,0.0676,0.379
2023-01-05 12:40:00,2023-01-05,12,1.2246467991473532e-16,-1.0,8,5,0.08596479873744647,0.9962981749346078,0.0567,0.055799999999999995,0.043,0.0381,0.0466,0.374
2023-01-05 12:45:00,2023-01-05,12,1.2246467991473532e-16,-1.0,9,5,0.08596479873744647,0.9962981749346078,0.0525,0.0517,0.046799999999999994,0.0428,0.0485,0.368
2023-01-05 12:50:00,2023-01-05,12,1.2246467991473532e-16,-1.0,10,5,0.08596479873744647,0.9962981749346078,0.06420000000000001,0.0635,0.055799999999999995,0.0502,0.0585,0.362
2023-01-05 12:55:00,2023-01-05,12,1.2246467991473532e-16,-1.0,11,5,0.08596479873744647,0.9962981749346078,0.0632,0.0625,0.0544,0.0485,0.0575,0.356
2023-01-05 13:00:00,2023-01-05,13,-0.2588190451025208,-0.9659258262890683,0,5,0.08596479873744647,0.9962981749346078,0.0598,0.0592,0.056100000000000004,0.0519,0.0581,0.35
2023-01-05 13:05:00,2023-01-05,13,-0.2588190451025208,-0.9659258262890683,1,5,0.08596479873744647,0.9962981749346078,0.0859,0.0848,0.0746,0.0673,0.0788,0.343
2023-01-05 13:10:00,2023-01-05,13,-0.2588190451025208,-0.9659258262890683,2,5,0.08596479873744647,0.9962981749346078,0.09770000000000001,0.0963,0.0775,0.0678,0.0835,0.336
2023-01-05 13:15:00,2023-01-05,13,-0.2588190451025208,-0.9659258262890683,3,5,0.08596479873744647,0.9962981749346078,0.07479999999999999,0.0737,0.0576,0.0503,0.0621,0.328
2023-01-05 13:20:00,2023-01-05,13,-0.2588190451025208,-0.9659258262890683,4,5,0.08596479873744647,0.9962981749346078,0.053399999999999996,0.0525,0.0402,0.0349,0.0435,0.32
