Time,date,hour,hour_sin,hour_cos,day_of_year,doy_sin,doy_cos,Diffus_kW,Global0_kW,Global45_kW,Global60_kW,Global30_kW,ClearSky0_kW
2023-01-01 00:00:00,2023-01-01,0,0.0,1.0,1,0.0,1.0,-0.00222,-0.00179,-0.000886,-0.000772,-0.00211,
2023-01-01 00:05:00,2023-01-01,0,0.0218148850345611,0.9997620270799092,1,5.973186482119656e-05,0.999999998216052,-0.00221,-0.0018,-0.00091,-0.000703,-0.00204,
2023-01-01 00:10:00,2023-01-01,0,0.043619387365336,0.9990482215818578,1,0.0001194637294292,0.9999999928642086,-0.00227,-0.00178,-0.000789,-0.000719,-0.0020099999999999,
2023-01-01 00:15:00,2023-01-01,0,0.065403129230143,0.9978589232386036,1,0.0001791955936111,0.9999999839444697,-0.0023,-0.0018,-0.000717,-0.000745,-0.00215,
2023-01-01 00:20:00,2023-01-01,0,0.0871557427476581,0.9961946980917455,1,0.0002389274571536,0.9999999714568348,-0.00244,-0.00186,-0.000855,-0.000917,-0.0023799999999999,
2023-01-01 00:25:00,2023-01-01,0,0.1088668748519645,0.9940563382223196,1,0.0002986593198436,0.9999999554013044,-0.0023,-0.00175,-0.000683,-0.000745,-0.00215,
2023-01-01 00:30:00,2023-01-01,0,0.1305261922200515,0.9914448613738104,1,0.000358391181468,0.9999999357778784,-0.00231,-0.00171,-0.000655,-0.000719,-0.00221,
2023-01-01 00:35:00,2023-01-01,0,0.1521233861899167,0.9883615104677608,1,0.0004181230418138,0.9999999125865572,-0.00221,-0.00157,-0.000596,-0.000642,-0.00214,
2023-01-01 00:40:00,2023-01-01,0,0.1736481776669303,0.984807753012208,1,0.0004778549006677,0.9999998858273405,-0.00226,-0.0016,-0.000638,-0.000646,-0.00197,
2023-01-01 00:45:00,2023-01-01,0,0.1950903220161282,0.9807852804032304,1,0.0005375867578167,0.9999998555002284,-0.00197,-0.00111,-0.000272,-0.000302,-0.00156,
2023-01-01 00:50:00,2023-01-01,0,0.2164396139381028,0.9762960071199334,1,0.0005973186130476,0.9999998216052214,-0.00196,-0.00101,-0.000214,-0.000218,-0.00172,
2023-01-01 00:55:00,2023-01-01,0,0.237685892326173,0.9713420698132614,1,0.0006570504661474,0.9999997841423192,-0.00216,-0.00122,-0.000321,-0.000264,-0.00211,
2023-01-01 01:00:00,2023-01-01,1,0.2588190451025207,0.9659258262890684,1,0.0007167823169028,0.999999743111522,-0.00233,-0.00145,-0.000565,-0.000489,-0.00244,
2023-01-01 01:05:00,2023-01-01,1,0.279829014030992,0.9600498543859288,1,0.0007765141651009,0.9999996985128302,-0.00233,-0.0014399999999999,-0.000648,-0.000604,-0.0023799999999999,
2023-01-01 01:10:00,2023-01-01,1,0.3007057995042732,0.9537169507482268,1,0.0008362460105284,0.9999996503462438,-0.00229,-0.0014399999999999,-0.00062,-0.000589,-0.00231,
2023-01-01 01:15:00,2023-01-01,1,0.3214394653031616,0.9469301294951056,1,0.0008959778529723,0.9999995986117628,-0.00249,-0.00156,-0.000614,-0.0006,-0.00244,
2023-01-01 01:20:00,2023-01-01,1,0.3420201433256687,0.9396926207859084,1,0.0009557096922195,0.9999995433093878,-0.0027,-0.0020099999999999,-0.000962,-0.000852,-0.00289,
2023-01-01 01:25:00,2023-01-01,1,0.3624380382837016,0.9320078692827986,1,0.0010154415280568,0.9999994844391188,-0.00254,-0.0020299999999999,-0.00108,-0.0011,-0.00243,
2023-01-01 01:30:00,2023-01-01,1,0.3826834323650898,0.9238795325112868,1,0.0010751733602711,0.9999994220009556,-0.00262,-0.00213,-0.000986,-0.000967,-0.00221,
2023-01-01 01:35:00,2023-01-01,1,0.4027466898587372,0.9153114791194472,1,0.0011349051886492,0.999999355994899,-0.00298,-0.00258,-0.00127,-0.0012,-0.00282,
2023-01-01 01:40:00,2023-01-01,1,0.4226182617406994,0.90630778703665,1,0.0011946370129782,0.999999286420949,-0.00312,-0.00267,-0.00145,-0.00128,-0.00293,
2023-01-01 01:45:00,2023-01-01,1,0.4422886902190012,0.8968727415326884,1,0.0012543688330448,0.999999213279106,-0.00328,-0.00291,-0.00174,-0.00148,-0.00326,
2023-01-01 01:50:00,2023-01-01,1,0.4617486132350338,0.8870108331782217,1,0.001314100648636,0.99999913656937,-0.00278,-0.00244,-0.00149,-0.0016,-0.00224,
2023-01-01 01:55:00,2023-01-01,1,0.4809887689193876,0.8767267557075077,1,0.0013738324595386,0.9999990562917412,-0.00234,-0.00208,-0.00107,-0.00139,-0.00199,
2023-01-01 02:00:00,2023-01-01,2,0.4999999999999999,0.8660254037844387,1,0.0014335642655395,0.9999989724462204,-0.00308,-0.00274,-0.00174,-0.0019199999999999,-0.00328,
2023-01-01 02:05:00,2023-01-01,2,0.5187732581605214,0.8549118706729466,1,0.0014932960664256,0.9999988850328074,-0.0028399999999999,-0.00243,-0.00174,-0.0018,-0.00297,
2023-01-01 02:10:00,2023-01-01,2,0.5372996083468238,0.8433914458128857,1,0.0015530278619837,0.9999987940515028,-0.00237,-0.00198,-0.0014199999999999,-0.00147,-0.0025299999999999,
2023-01-01 02:15:00,2023-01-01,2,0.5555702330196022,0.8314696123025452,1,0.0016127596520009,0.9999986995023068,-0.00219,-0.00182,-0.00133,-0.00125,-0.00222,
2023-01-01 02:20:00,2023-01-01,2,0.5735764363510462,0.8191520442889918,1,0.0016724914362638,0.9999986013852198,-0.0022,-0.00183,-0.00133,-0.0011899999999999,-0.00228,
2023-01-01 02:25:00,2023-01-01,2,0.5913096483635824,0.8064446042674827,1,0.0017322232145595,0.999998499700242,-0.00249,-0.0022299999999999,-0.00133,-0.00139,-0.00262,
2023-01-01 02:30:00,2023-01-01,2,0.6087614290087207,0.7933533402912352,1,0.0017919549866748,0.999998394447374,-0.00266,-0.00241,-0.0015,-0.00149,-0.00272,
2023-01-01 02:35:00,2023-01-01,2,0.6259234721840591,0.7798844830928818,1,0.0018516867523966,0.999998285626616,-0.00254,-0.00224,-0.00136,-0.00137,-0.00246,
2023-01-01 02:40:00,2023-01-01,2,0.6427876096865393,0.766044443118978,1,0.0019114185115118,0.9999981732379684,-0.0023,-0.00184,-0.000931,-0.000994,-0.00191,
2023-01-01 02:45:00,2023-01-01,2,0.6593458151000688,0.7518398074789774,1,0.0019711502638072,0.9999980572814317,-0.00225,-0.00178,-0.000855,-0.000902,-0.00207,
2023-01-01 02:50:00,2023-01-01,2,0.6755902076156602,0.737277336810124,1,0.0020308820090697,0.9999979377570062,-0.00227,-0.00173,-0.000827,-0.000791,-0.00196,
2023-01-01 02:55:00,2023-01-01,2,0.6915130557822694,0.7223639620597556,1,0.0020906137470863,0.9999978146646924,-0.00219,-0.00164,-0.000676,-0.000669,-0.00178,
2023-01-01 03:00:00,2023-01-01,3,0.7071067811865475,0.7071067811865476,1,0.0021503454776438,0.9999976880044908,-0.00219,-0.00138,-0.000469,-0.000501,-0.00174,
2023-01-01 03:05:00,2023-01-01,3,0.7223639620597555,0.6915130557822694,1,0.0022100772005291,0.9999975577764016,-0.00222,-0.00126,-0.000321,-0.000348,-0.00178,
2023-01-01 03:10:00,2023-01-01,3,0.737277336810124,0.6755902076156604,1,0.0022698089155291,0.9999974239804256,-0.00249,-0.00149,-0.000417,-0.000432,-0.00232,
2023-01-01 03:15:00,2023-01-01,3,0.7518398074789774,0.6593458151000688,1,0.0023295406224306,0.999997286616563,-0.00281,-0.0020499999999999,-0.000948,-0.000833,-0.00287,
2023-01-01 03:20:00,2023-01-01,3,0.766044443118978,0.6427876096865394,1,0.0023892723210206,0.9999971456848143,-0.00318,-0.00249,-0.0015,-0.0013,-0.00314,
2023-01-01 03:25:00,2023-01-01,3,0.7798844830928817,0.6259234721840591,1,0.0024490040110859,0.9999970011851804,-0.003,-0.00239,-0.00139,-0.00106,-0.00292,
2023-01-01 03:30:00,2023-01-01,3,0.7933533402912352,0.6087614290087207,1,0.0025087356924134,0.9999968531176614,-0.0030099999999999,-0.00247,-0.00146,-0.0012,-0.00293,
2023-01-01 03:35:00,2023-01-01,3,0.8064446042674825,0.5913096483635825,1,0.00256846736479,0.999996701482258,-0.00304,-0.00258,-0.0015,-0.00122,-0.00299,
2023-01-01 03:40:00,2023-01-01,3,0.8191520442889917,0.5735764363510462,1,0.0026281990280025,0.9999965462789704,-0.00306,-0.00268,-0.00155,-0.0013,-0.00314,
2023-01-01 03:45:00,2023-01-01,3,0.8314696123025451,0.5555702330196024,1,0.002687930681838,0.9999963875077996,-0.00292,-0.0025499999999999,-0.00138,-0.00133,-0.0028799999999999,
2023-01-01 03:50:00,2023-01-01,3,0.8433914458128857,0.5372996083468239,1,0.0027476623260831,0.9999962251687462,-0.00292,-0.00243,-0.00139,-0.0014299999999999,-0.00304,
2023-01-01 03:55:00,2023-01-01,3,0.8549118706729465,0.5187732581605216,1,0.0028073939605249,0.9999960592618105,-0.00267,-0.00206,-0.00109,-0.0011799999999999,-0.00257,
2023-01-01 04:00:00,2023-01-01,4,0.8660254037844386,0.5000000000000001,1,0.0028671255849502,0.9999958897869932,-0.00237,-0.00159,-0.000814,-0.000776,-0.00214,
2023-01-01 04:05:00,2023-01-01,4,0.8767267557075077,0.4809887689193877,1,0.0029268571991459,0.9999957167442948,-0.00208,-0.00131,-0.000565,-0.00047,-0.00165,
